,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Toosie Slide,Drake,1860590,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,Roses - Imanbek Remix,SAINt JHN,1433293,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,Blinding Lights,The Weeknd,1377903,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,ROCKSTAR (feat. Roddy Ricch),DaBaby,1252286,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
5,Blueberry Faygo,Lil Mosey,1224204,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
6,The Box,Roddy Ricch,1118058,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
7,death bed (coffee for your head),Powfu,1016773,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
8,Dance Monkey,Tones And I,981501,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,Don't Start Now,Dua Lipa,962236,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
10,WHATS POPPIN,Jack Harlow,884234,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
11,Intentions (feat. Quavo),Justin Bieber,829387,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
12,@ MEH,Playboi Carti,806002,https://open.spotify.com/track/5UusfWUMMLEXLMc1ViNZoe
13,Sunday Best,Surfaces,765937,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
14,Say So,Doja Cat,755220,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,Circles,Post Malone,742173,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
16,FIND MY WAY,DaBaby,714527,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor
17,Savage,Megan Thee Stallion,688176,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
18,Someone You Loved,Lewis Capaldi,667148,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
19,IÅfm Ready (with Demi Lovato),Sam Smith,653281,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
20,Falling,Trevor Daniel,638865,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
21,Walk Em Down (feat. Roddy Ricch),NLE Choppa,626915,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
22,Life Is Good (feat. Drake),Future,620780,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
23,If the World Was Ending - feat. Julia Michaels,JP Saxe,616849,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
24,ROXANNE,Arizona Zervas,613340,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
25,Supalonely,BENEE,602804,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
26,Break My Heart,Dua Lipa,587878,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
27,Turks (feat. Travis Scott),NAV,580193,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
28,Godzilla (feat. Juice WRLD),Eminem,570345,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
29,In Your Eyes,The Weeknd,569005,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
30,Adore You,Harry Styles,551587,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
31,Boss Bitch,Doja Cat,515002,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
32,ily (i love you baby) (feat. Emilee),Surf Mesa,499761,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
33,BELIEVE IT,PARTYNEXTDOOR,489629,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
34,Before You Go,Lewis Capaldi,488818,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
35,Skechers,DripReport,486098,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
36,PICK UP (feat. Quavo),DaBaby,480825,https://open.spotify.com/track/5gNOINI5dXZVom2b36LMOd
37,Memories,Maroon 5,478075,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
38,"10,000 Hours (with Justin Bieber)",Dan + Shay,456074,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
39,bad guy,Billie Eilish,453437,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
40,everything i wanted,Billie Eilish,449090,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
41,Who Needs Love,Tory Lanez,441575,https://open.spotify.com/track/7uDTc1eJwsD7iMZLhdp8LH
42,CITY OF ANGELS,24kGoldn,436072,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,430132,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
44,Ballin' (with Roddy Ricch),Mustard,428928,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
45,hot girl bummer,blackbear,428835,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
46,High Fashion (feat. Mustard),Roddy Ricch,413107,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
47,Se?orita,Shawn Mendes,407804,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
48,Boyfriend,Selena Gomez,407626,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M
49,P2,Lil Uzi Vert,404348,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
50,Gimme Love,Joji,396246,https://open.spotify.com/track/2hfoyc7ve6xM4ZEiNIiU1B
51,You should be sad,Halsey,392886,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
52,After Party,Don Toliver,390673,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
53,PTSD,G Herbo,385108,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
54,Myron,Lil Uzi Vert,382000,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
55,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,381021,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
56,Selfish,Madison Beer,378332,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
57,JUMP (feat. YoungBoy Never Broke Again),DaBaby,377397,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq
58,Broke In A Minute,Tory Lanez,376286,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
59,HIGHEST IN THE ROOM,Travis Scott,365970,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
60,My Oh My (feat. DaBaby),Camila Cabello,361903,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
61,What If I Told You That I Love You,Ali Gatie,360351,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
62,Freedom,Kygo,359057,https://open.spotify.com/track/5Gj1wG8b12VQdEd3hUuSwo
63,Out Of Love (feat. Internet Money),Lil Tecca,357454,https://open.spotify.com/track/7rTzrRdc5UbvLr0gwI1J3E
64,Lucid Dreams,Juice WRLD,356475,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
65,Know Your Worth,Khalid,356198,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
66,Level of Concern,Twenty One Pilots,352852,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
67,SICKO MODE,Travis Scott,344359,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
68,Stupid Again,Tory Lanez,344265,https://open.spotify.com/track/1fPnUpoXCpD2NDI4vPVeLw
69,Like It Is,Kygo,342285,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
70,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,336690,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
71,Bandit (with YoungBoy Never Broke Again),Juice WRLD,336097,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
72,Beautiful People (feat. Khalid),Ed Sheeran,331859,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
73,Money In The Grave (Drake ft. Rick Ross),Drake,330383,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
74,OprahÅfs Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,329226,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
75,I Don't Care (with Justin Bieber),Ed Sheeran,327858,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
76,lovely (with Khalid),Billie Eilish,326811,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
77,After Hours,The Weeknd,322357,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
78,LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,316578,https://open.spotify.com/track/16oi4OiKmkO51l60F5R9kR
79,BOP,DaBaby,311603,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
80,July,Noah Cyrus,311145,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
81,BLAME IT ON BABY,DaBaby,311092,https://open.spotify.com/track/0jWm0VyD8p3MrSInczpows
82,Heartless,The Weeknd,310188,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
83,Ransom,Lil Tecca,308745,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
84,Shallow,Lady Gaga,308018,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
85,Lose Control,MEDUZA,301187,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
86,OUT WEST (feat. Young Thug),JACKBOYS,300160,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
87,Do The Most,Tory Lanez,296680,https://open.spotify.com/track/7n0lXKEOaFxrAU0R93fIQh
88,Higher Love,Kygo,296656,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
89,when the party's over,Billie Eilish,293904,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
90,DROP (feat. A Boogie wit da Hoodie & London On Da Track),DaBaby,293301,https://open.spotify.com/track/5rFGVn8fCFjnRwCebW0XbS
91,goosebumps,Travis Scott,292568,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
92,Physical,Dua Lipa,290246,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
93,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,283012,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
94,Breaking Me,Topic,282426,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
