,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2473470,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
2,Old Town Road,Lil Nas X,1986490,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
3,bad guy,Billie Eilish,1840530,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,Boy With Luv (feat. Halsey),BTS,1202581,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
5,SOS,Avicii,1129127,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1071079,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
7,Wow.,Post Malone,971454,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
8,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,969127,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
9,Sucker,Jonas Brothers,871179,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
10,7 rings,Ariana Grande,871095,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
11,Going Bad (feat. Drake),Meek Mill,864144,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
12,MIDDLE CHILD,J. Cole,860692,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
13,Sanguine Paradise,Lil Uzi Vert,803164,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
14,bury a friend,Billie Eilish,801984,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
15,wish you were gay,Billie Eilish,787542,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
16,Talk (feat. Disclosure),Khalid,777467,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
17,Pure Water (with Migos),Mustard,748173,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
18,Murder On My Mind,YNW Melly,721237,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
19,Shallow,Lady Gaga,701595,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
20,when the party's over,Billie Eilish,680040,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
21,Outta My Head (with John Mayer),Khalid,664508,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
