,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,WAP (feat. Megan Thee Stallion),Cardi B,2459723,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,Mood (feat. iann dior),24kGoldn,2078883,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,Laugh Now Cry Later (feat. Lil Durk),Drake,1765879,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
4,Savage Love (Laxed - Siren Beat),Jawsh 685,1233910,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
5,ROCKSTAR (feat. Roddy Ricch),DaBaby,1223517,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
6,Mood Swings (feat. Lil Tjay),Pop Smoke,1058396,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
7,Watermelon Sugar,Harry Styles,1044497,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
8,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,993897,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
9,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,980683,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
10,Roses - Imanbek Remix,SAINt JHN,959808,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
11,Dynamite,BTS,941551,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
12,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,871919,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
13,Smile (with The Weeknd),Juice WRLD,871553,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
14,Blinding Lights,The Weeknd,861426,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,Ice Cream (with Selena Gomez),BLACKPINK,859278,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
16,Come & Go (with Marshmello),Juice WRLD,845707,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
17,Wishing Well,Juice WRLD,764696,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
18,GREECE (feat. Drake),DJ Khaled,762641,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
19,Over Now (with The Weeknd),Calvin Harris,752114,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR
20,Be Like That - feat. Swae Lee & Khalid,Kane Brown,736430,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
21,POPSTAR (feat. Drake),DJ Khaled,710489,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
22,Heather,Conan Gray,707395,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
23,Breaking Me,Topic,696805,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
24,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,688047,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
25,Blueberry Faygo,Lil Mosey,614840,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
26,Midnight Sky,Miley Cyrus,608301,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
27,MAMACITA,Black Eyed Peas,598340,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
28,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,595155,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
29,my ex's best friend (with blackbear),Machine Gun Kelly,594507,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w
30,Dance Monkey,Tones And I,586673,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
31,Rain On Me (with Ariana Grande),Lady Gaga,559310,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
32,Go Crazy,Chris Brown,541916,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
33,death bed (coffee for your head),Powfu,534645,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
34,Someone You Loved,Lewis Capaldi,522132,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
35,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,521266,https://open.spotify.com/track/2rFsFjq0D9JAmc0APpCO6P
36,Stunnin' (feat. Harm Franklin),Curtis Waters,520215,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
37,Before You Go,Lewis Capaldi,500282,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
38,Party Girl,StaySolidRocky,488838,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
39,Circles,Post Malone,478040,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
40,you broke me first,Tate McRae,475145,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
41,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,471922,https://open.spotify.com/track/6wXgnhpmOPEJ7cUweSyy2B
42,The Box,Roddy Ricch,467562,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
43,Got It On Me,Pop Smoke,463993,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
44,Take You Dancing,Jason Derulo,453934,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
