,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,drivers license,Olivia Rodrigo,3517822,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
2,Good Days,SZA,1039101,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
3,Mood (feat. iann dior),24kGoldn,890734,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,Whoopty,CJ,856016,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
5,WITHOUT YOU,The Kid LAROI,852637,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
6,Bad Boy (with Young Thug),Juice WRLD,848090,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2
7,Anyone,Justin Bieber,838095,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
8,Levitating (feat. DaBaby),Dua Lipa,823037,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
9,Save Your Tears,The Weeknd,792555,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
10,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,730029,https://open.spotify.com/track/3jjBPF4NDMCU51psU8JPpR
11,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,700354,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
12,Blinding Lights,The Weeknd,668944,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,What You Know Bout Love,Pop Smoke,663642,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
14,positions,Ariana Grande,657736,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
15,Therefore I Am,Billie Eilish,636413,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
16,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,621900,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
17,Wasted On You,Morgan Wallen,590902,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
18,you broke me first,Tate McRae,580390,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
19,willow,Taylor Swift,565425,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
20,ROCKSTAR (feat. Roddy Ricch),DaBaby,549442,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,544324,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
22,WAP (feat. Megan Thee Stallion),Cardi B,513645,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
23,Someone You Loved,Lewis Capaldi,513522,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
24,HOLIDAY,Lil Nas X,501295,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
25,The Business,Ti?sto,500712,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
26,Way Out (feat. Big Sean),Jack Harlow,487299,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W
27,Roses - Imanbek Remix,SAINt JHN,485050,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
28,Afterglow,Ed Sheeran,483471,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
