,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,All I Want for Christmas Is You,Mariah Carey,1454793,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,Last Christmas,Wham!,1177806,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,It's Beginning to Look a Lot like Christmas,Michael Bubl?,1156642,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
4,Mood (feat. iann dior),24kGoldn,1144710,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,Santa Tell Me,Ariana Grande,1126738,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
6,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,1121700,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
7,Rockin' Around The Christmas Tree,Brenda Lee,1093611,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
8,Therefore I Am,Billie Eilish,1090799,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
9,positions,Ariana Grande,1073892,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
10,Jingle Bell Rock,Bobby Helms,1032772,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
11,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,990699,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
12,It's the Most Wonderful Time of the Year,Andy Williams,934596,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
13,Blinding Lights,The Weeknd,885535,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
14,What You Know Bout Love,Pop Smoke,884862,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
15,Underneath the Tree,Kelly Clarkson,851547,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
16,Whoopty,CJ,824579,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
17,34+35,Ariana Grande,816432,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
18,HOLIDAY,Lil Nas X,806042,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
19,Lonely (with benny blanco),Justin Bieber,796423,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
20,Mistletoe,Justin Bieber,770019,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
21,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,769689,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
