,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Se?orita,Shawn Mendes,1696345,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,Ransom,Lil Tecca,1462743,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
3,Goodbyes (Feat. Young Thug),Post Malone,1165548,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
4,Money In The Grave (Drake ft. Rick Ross),Drake,1057156,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
5,Lover,Taylor Swift,1022584,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY
6,Beautiful People (feat. Khalid),Ed Sheeran,1001371,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
7,boyfriend (with Social House),Ariana Grande,983980,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
8,Lalala,Y2K,962007,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
9,Truth Hurts,Lizzo,938370,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
10,I Don't Care (with Justin Bieber),Ed Sheeran,914473,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
11,Old Town Road - Remix,Lil Nas X,914308,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
12,Someone You Loved,Lewis Capaldi,864958,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,One Thing Right,Marshmello,861224,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
14,No Guidance (feat. Drake),Chris Brown,811445,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
15,bad guy,Billie Eilish,770407,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
16,Won't Be Late (feat. Drake),Swae Lee,758895,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
17,Takeaway (feat. Lennon Stella),The Chainsmokers,757113,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
18,Panini,Lil Nas X,755331,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
19,The London (feat. J. Cole & Travis Scott),Young Thug,720869,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
20,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,712096,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
21,Slide Away,Miley Cyrus,707711,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
22,The Git Up,Blanco Brown,692820,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
23,How Do You Sleep?,Sam Smith,678057,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
24,Bad Bad Bad (feat. Lil Baby),Young Thug,612232,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
25,If I Can't Have You,Shawn Mendes,605896,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
26,Ransom (with Juice WRLD) - Remix,Lil Tecca,601963,https://open.spotify.com/track/5DSfqrLkUHLZ9bW0SS3rVy
27,Motivation,Normani,577327,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
28,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,574152,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
29,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,574070,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
30,I'm Not Alright,Loud Luxury,564348,https://open.spotify.com/track/4otVP2TcJliXWq2GjkvWkR
31,Baby (Lil Baby feat. DaBaby),Quality Control,550336,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
32,Higher Love,Kygo,549432,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
33,Pop Out (feat. Lil Tjay),Polo G,541729,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
34,You Need To Calm Down,Taylor Swift,529871,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
35,It's You,Ali Gatie,521896,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
36,Love Me,Lil Tecca,509892,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4
37,Good as Hell,Lizzo,507290,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
38,bad guy (with Justin Bieber),Billie Eilish,506721,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
39,Talk (feat. Disclosure),Khalid,504397,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
40,I.F.L.Y.,Bazzi,502806,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
41,Suge,DaBaby,497928,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
