,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Circles,Post Malone,1458828,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2,Se?orita,Shawn Mendes,1183617,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,Someone You Loved,Lewis Capaldi,1163589,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
4,Ransom,Lil Tecca,1114106,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
5,Truth Hurts,Lizzo,976751,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
6,Lalala,Y2K,945312,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
7,Goodbyes (Feat. Young Thug),Post Malone,917526,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
8,Behind Barz - Bonus,Drake,905863,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
9,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,904889,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
10,hot girl bummer,blackbear,874040,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
11,Saint-Tropez,Post Malone,853191,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
12,Dance Monkey,Tones And I,848635,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
13,Beautiful People (feat. Khalid),Ed Sheeran,837370,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
14,Panini,Lil Nas X,824958,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
15,Money In The Grave (Drake ft. Rick Ross),Drake,811637,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
16,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,781271,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
17,Camelot,NLE Choppa,769524,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
18,223's (feat. 9lokknine),YNW Melly,763840,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
19,One Thing Right,Marshmello,757459,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
20,BOP,DaBaby,744500,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
21,bad guy,Billie Eilish,732384,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
22,Enemies (feat. DaBaby),Post Malone,732332,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
23,Writing on the Wall (feat. Post Malone & Cardi B),French Montana,710490,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI
24,Memories,Maroon 5,685244,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
25,Good as Hell,Lizzo,684269,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
26,INTRO,DaBaby,663195,https://open.spotify.com/track/77KMttn3Lic7ZQKDlPqp8v
27,I Don't Care (with Justin Bieber),Ed Sheeran,645211,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
28,No Guidance (feat. Drake),Chris Brown,632427,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
29,How Do You Sleep?,Sam Smith,623869,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
30,Liar,Camila Cabello,604798,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
31,DonÅft Call Me Angel (CharlieÅfs Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,602832,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
32,Hot (feat. Gunna),Young Thug,595595,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
33,Old Town Road - Remix,Lil Nas X,587140,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
34,VIBEZ,DaBaby,581691,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
35,Did It Again,Lil Tecca,566440,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
