,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,I Don't Care (with Justin Bieber),Ed Sheeran,1931126,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1847006,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,bad guy,Billie Eilish,1509582,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,If I Can't Have You,Shawn Mendes,1188923,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
5,EARFQUAKE,"Tyler, The Creator",1121686,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
6,Old Town Road,Lil Nas X,1051766,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,979781,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,Homicide (feat. Eminem),Logic,954014,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
9,Truth Hurts,Lizzo,855047,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
10,Nightmare,Halsey,852494,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
11,Sucker,Jonas Brothers,783939,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
12,Pop Out (feat. Lil Tjay),Polo G,781362,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
13,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,774947,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
14,SOS,Avicii,761545,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
15,Wow.,Post Malone,741325,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
16,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,727547,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
17,MIDDLE CHILD,J. Cole,690842,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
18,Talk (feat. Disclosure),Khalid,688880,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
19,7 rings,Ariana Grande,676696,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
20,I THINK,"Tyler, The Creator",648666,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t
21,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,646163,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
22,Suge,DaBaby,621550,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
23,Going Bad (feat. Drake),Meek Mill,617468,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
24,Paradise,Bazzi,596588,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
25,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,590114,https://open.spotify.com/track/0b6UoVjUzFyZNpHI0aAhKt
26,Here With Me,Marshmello,586786,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
27,Someone You Loved,Lewis Capaldi,583979,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
28,Pure Water (with Migos),Mustard,573058,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
29,Shallow,Lady Gaga,572798,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
30,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,563176,https://open.spotify.com/track/1Hd2XLitkt1PYCWSbfF5qV
31,Without Me,Halsey,535748,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
32,Sanguine Paradise,Lil Uzi Vert,533706,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
33,RUNNING OUT OF TIME,"Tyler, The Creator",525160,https://open.spotify.com/track/5QvBXUm5MglLJ3iBfTX2Wo
34,bury a friend,Billie Eilish,521594,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
35,IGOR'S THEME,"Tyler, The Creator",519348,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW
36,Eastside (with Halsey & Khalid),benny blanco,518880,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
37,Dancing With A Stranger (with Normani),Sam Smith,514344,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
38,Happier,Marshmello,513291,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
39,Don't Call Me Up,Mabel,510518,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
40,Murder On My Mind,YNW Melly,503037,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
41,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,502996,https://open.spotify.com/track/6O10oTtZIZ4DkkUqyfCbrR
42,NEW MAGIC WAND,"Tyler, The Creator",499519,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
43,when the party's over,Billie Eilish,496286,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
44,"break up with your girlfriend, i'm bored",Ariana Grande,494780,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
45,WHAT'S GOOD,"Tyler, The Creator",491581,https://open.spotify.com/track/6bOkaEXc5CopinGazSLokx
46,Freaky,Tory Lanez,489454,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
