,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,WAP (feat. Megan Thee Stallion),Cardi B,2227278,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,Mood (feat. iann dior),24kGoldn,2111368,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,Laugh Now Cry Later (feat. Lil Durk),Drake,1614468,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
4,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1219131,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
5,Savage Love (Laxed - Siren Beat),Jawsh 685,1196768,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,ROCKSTAR (feat. Roddy Ricch),DaBaby,1179149,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
7,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1069792,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
8,POPSTAR (feat. Drake),DJ Khaled,1045522,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
9,Mood Swings (feat. Lil Tjay),Pop Smoke,1012571,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
10,Watermelon Sugar,Harry Styles,1001954,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
11,Roses - Imanbek Remix,SAINt JHN,930547,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
12,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,844640,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
13,Come & Go (with Marshmello),Juice WRLD,826818,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
14,Blinding Lights,The Weeknd,819341,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,Dynamite,BTS,809567,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
