,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,drivers license,Olivia Rodrigo,3422003,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
2,Good Days,SZA,1019345,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
3,Anyone,Justin Bieber,936171,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
4,Mood (feat. iann dior),24kGoldn,923250,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,WITHOUT YOU,The Kid LAROI,868304,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
6,Whoopty,CJ,859065,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
7,Levitating (feat. DaBaby),Dua Lipa,805200,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
8,Wasted On You,Morgan Wallen,751178,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
9,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,723386,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
10,Save Your Tears,The Weeknd,716257,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
11,positions,Ariana Grande,707773,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
12,Blinding Lights,The Weeknd,695760,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,Therefore I Am,Billie Eilish,687887,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
14,What You Know Bout Love,Pop Smoke,681061,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
15,34+35,Ariana Grande,670030,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
16,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,659309,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
17,willow,Taylor Swift,638490,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
18,SomebodyÅfs Problem,Morgan Wallen,632910,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN
19,you broke me first,Tate McRae,597057,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
20,ROCKSTAR (feat. Roddy Ricch),DaBaby,569903,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
