,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Roller,0.0256,0.941,0.758,0.00258,0.193,-6.47,0,0.17,128.017,4,0.683,4637824,Germany,6hw1Sy9wZ8UCxYGdpKrU6M
1,KEIN SCHLAF,0.294,0.606,0.715,0.000133,0.124,-5.608,1,0.173,174.049,4,0.393,4177283,Germany,6416zJN0FGPmh1Ph4BH2h3
2,COLT,0.345,0.544,0.53,0.0,0.0981,-6.168,0,0.428,90.093,4,0.184,3719501,Germany,76IVpz47q3ghkxoUeTTEKb
3,Dance Monkey,0.688,0.825,0.593,0.000161,0.17,-6.401,0,0.0988,98.078,4,0.54,3504722,Germany,1rgnBhdG2JDFTbYkYRZAku
4,Der Bratan bleibt der gleiche,0.126,0.612,0.704,0.0,0.569,-4.147,0,0.372,96.015,4,0.672,2827183,Germany,2M39v73rNJmAXUXIW0oagP
5,Skifahren (feat. Joshi Mizu),0.223,0.719,0.705,1.89e-06,0.152,-6.891,0,0.252,133.927,4,0.435,2779185,Germany,1E1YyZjbteIz2XQyLvtRxD
6,All I Want for Christmas Is You,0.164,0.336,0.627,0.0,0.0708,-7.463,1,0.0384,150.273,4,0.35,2737675,Germany,0bYg9bo50gSsH3LtXe2SQn
7,Alien,0.298,0.835,0.601,0.0,0.111,-6.411,1,0.0562,137.998,4,0.853,2719785,Germany,2RaKlveGCllSaXloN8kmzV
8,Keine Liebe,0.134,0.802,0.8,0.000706,0.306,-5.034,0,0.0412,104.062,4,0.567,2692612,Germany,4OVF6uwZlMOSlZmHDnwliX
9,200 km/h,0.269,0.899,0.67,1.38e-05,0.105,-6.455,0,0.163,148.065,4,0.413,2664027,Germany,2PGA1AsJal6cyMNmKyE56q
10,Wieso tust Du dir das an?,0.296,0.857,0.473,0.474,0.121,-6.962,0,0.0549,133.966,4,0.461,2585079,Germany,6dNB3XdAzx7kTf5wa8Rg89
11,95 BPM,0.0961,0.641,0.869,0.0,0.382,-2.953,1,0.303,94.528,4,0.581,2532457,Germany,6WSwle8wTdJhOGEukwTxWf
12,Last Christmas,0.189,0.735,0.478,2.48e-06,0.355,-12.472,1,0.0293,107.682,4,0.947,2517628,Germany,2FRnf9qhLbvw8fu4IBXx78
13,110,0.533,0.48,0.749,0.0,0.0997,-5.057,0,0.432,179.056,4,0.419,2460830,Germany,67ojvEGRPAUCOohuMPqoRC
14,Falling,0.123,0.785,0.431,0.0,0.0887,-8.756,0,0.0364,127.085,4,0.236,2231119,Germany,4TnjEaWOeW0eKTKIEvJyCa
15,Ayy Macarena,0.133,0.816,0.629,0.0,0.0692,-5.568,1,0.226,96.493,4,0.714,2228820,Germany,6LcauUZjF1eXQrgqMUecHX
16,Blinding Lights,0.00147,0.513,0.796,0.000209,0.0938,-4.075,1,0.0629,171.017,4,0.345,2029325,Germany,0sf12qNH5qcw8qpgymFOqD
17,Tiffany,0.0106,0.796,0.631,0.00183,0.116,-7.343,1,0.052,155.985,4,0.534,1949816,Germany,2L0H5LWEuIAvrzfzTruyCB
18,2002,0.213,0.657,0.691,0.0,0.099,-7.907,0,0.236,160.106,4,0.493,1932696,Germany,2u8AXJyk8pICzj2wyPBL0b
19,KARMA,0.139,0.698,0.634,4.89e-06,0.338,-6.121,0,0.0742,159.992,4,0.528,1907214,Germany,6oX9RuILbVIglevEhbg8iM
20,Doch in der Nacht,0.121,0.9,0.832,0.25,0.213,-6.906,0,0.0739,130.994,4,0.706,1891218,Germany,3uhTOxvu2h2YEm0uPNF2vi
21,Ride It,0.177,0.88,0.751,6.43e-05,0.106,-4.258,0,0.0874,117.948,4,0.884,1833160,Germany,2tnVG71enUj33Ic2nFN6kZ
22,Himmel grau,0.381,0.495,0.619,0.014,0.177,-5.989,0,0.154,93.513,4,0.141,1813592,Germany,1xdj09kwlmFmVONYaYyNsY
