,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,rockstar,0.128,0.58,0.531,0.000127,0.143,-6.631,0,0.0776,159.786,4,0.141,2777083,Germany,6hw1Sy9wZ8UCxYGdpKrU6M
1,Senorita,0.0141,0.821,0.75,0.0,0.0285,-6.856,1,0.17,98.071,4,0.709,2318167,Germany,6oX9RuILbVIglevEhbg8iM
2,More Than You Know,0.034,0.644,0.743,0.0,0.257,-5.002,0,0.0355,123.074,4,0.544,2027624,Germany,6dNB3XdAzx7kTf5wa8Rg89
3,Mi Gente,0.0148,0.543,0.677,6.21e-06,0.13,-4.915,0,0.0993,103.809,4,0.294,1852971,Germany,1rgnBhdG2JDFTbYkYRZAku
4,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,1742541,Germany,2PGA1AsJal6cyMNmKyE56q
5,Primo,0.358,0.748,0.754,0.000189,0.138,-6.479,1,0.157,119.989,4,0.487,1640112,Germany,67ojvEGRPAUCOohuMPqoRC
6,Glorious (feat. Skylar Grey),0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0,0.0522,139.994,4,0.356,1588182,Germany,3uhTOxvu2h2YEm0uPNF2vi
7,I Like Me Better,0.535,0.752,0.505,2.55e-06,0.104,-7.621,1,0.253,91.97,4,0.419,1505280,Germany,41wZE5FpxbPaZqXtlmBhPG
8,Silence,0.256,0.52,0.761,4.96e-06,0.17,-3.093,1,0.0853,141.971,4,0.286,1492393,Germany,2u8AXJyk8pICzj2wyPBL0b
9,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,1463684,Germany,1s0nANz8q6gEZOms034GbU
10,Dusk Till Dawn - Radio Edit,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0,0.039,180.043,4,0.0967,1459585,Germany,7CzSP7spDpZBP8edbtPIwI
11,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,1418139,Germany,22XKrkW2HeaLlxNDQs14iG
12,Look What You Made Me Do,0.213,0.773,0.68,1.57e-05,0.122,-6.378,0,0.141,128.062,4,0.497,1395202,Germany,1HfMVBKM75vxSfsQ5VefZ5
13,Monica Bellucci,0.534,0.679,0.605,0.0881,0.192,-10.004,0,0.265,194.071,4,0.488,1374514,Germany,0bg9us6qbMWTAMSF3y4egO
14,Telefon,0.352,0.801,0.622,2.63e-06,0.246,-6.996,0,0.118,114.014,4,0.506,1304949,Germany,0PEwVF6TStGXMTnQMAk9kl
15,Kleiner Cabrón,0.214,0.702,0.822,0.0,0.141,-5.502,0,0.134,128.102,4,0.478,1257011,Germany,2tnVG71enUj33Ic2nFN6kZ
16,Friends (with BloodPop®),0.00459,0.744,0.739,0.0,0.306,-5.35,1,0.0387,104.99,4,0.649,1226450,Germany,0WFgtxiLNr99YaoSdYR3Ud
17,Thunder,0.00683,0.6,0.81,0.21,0.155,-4.749,1,0.0479,167.88,4,0.298,1187217,Germany,7aiClxsDWFRQ0Kzk5KI5ku
18,Without You (feat. Sandro Cavazza),0.00179,0.652,0.855,0.0,0.0404,-4.832,1,0.0441,134.009,4,0.279,1183873,Germany,0bBhZuQEbfQR4JG9n6BDdP
19,What About Us,0.0252,0.386,0.594,3.19e-06,0.0873,-6.186,1,0.0566,113.756,4,0.187,1183203,Germany,3eekarcy7kvN4yt5ZFzltW
20,Bon Voyage,0.0695,0.792,0.728,0.0,0.143,-5.449,1,0.12,116.938,4,0.676,1143098,Germany,78aLTdpQZab1Cd7HYvxI3P
21,Wohin willst du,0.04,0.748,0.755,0.00244,0.0749,-7.49,0,0.0563,122.008,4,0.314,1129562,Germany,5YbcMbH4xHRfep9rSxLRDt
22,Too Good At Goodbyes - Edit,0.658,0.653,0.378,0.0,0.177,-8.273,1,0.0533,91.835,4,0.54,1126269,Germany,4c7js2YGZCuis3nGY5x8Lh
23,Mama,0.091,0.739,0.792,0.0,0.0516,-4.256,0,0.0418,104.016,4,0.547,1088653,Germany,3Zigq1lfHmFRlyoRrh9k2s
24,What Lovers Do (feat. SZA),0.0767,0.795,0.608,2.92e-06,0.0853,-5.222,0,0.0694,110.001,4,0.386,1061781,Germany,1COyMUbpLCVDzRBKn4TQY4
25,Strip That Down,0.246,0.869,0.485,0.0,0.0765,-5.595,1,0.0545,106.028,4,0.527,1031986,Germany,21jGcNKet2qwijlDFuPiPb
26,OK,0.118,0.653,0.81,0.0,0.126,-6.032,0,0.0558,121.951,4,0.583,1025279,Germany,3QIrkRSTz3yPd44HzN6qJr
27,1-800-273-8255,0.569,0.62,0.574,0.0,0.19,-7.788,0,0.0479,100.023,4,0.357,1012421,Germany,0Dlcu2fgHklOnajVu2dUNU
28,Summer Air,0.0635,0.755,0.751,0.0,0.0812,-4.034,1,0.0748,102.002,4,0.491,1009658,Germany,2d3WpbJFBND2vwMJyULdfU
29,Heute mit mir,0.324,0.831,0.843,2.37e-05,0.0777,-4.7,0,0.0441,117.053,4,0.823,1008103,Germany,3ViSFt768Kx9FRDRnyad2j
30,Yakuza,0.183,0.89,0.61,0.0,0.111,-8.126,1,0.124,118.034,4,0.769,991361,Germany,5sMugAU31Ug5SAUUbhBIKU
31,Lambo Diablo GT (feat. Nimo),0.573,0.695,0.736,3.4e-06,0.132,-7.657,0,0.0551,114.994,4,0.482,932782,Germany,2b8fOow8UzyDFAE27YhOZM
32,GottSeiDank,0.121,0.882,0.545,5.96e-05,0.129,-8.241,0,0.251,94.983,4,0.782,927804,Germany,5Pwu8NkDhEkObPp8TvHMUn
33,Knöcheltief,0.287,0.601,0.583,0.0,0.142,-7.323,0,0.45,137.676,4,0.475,926234,Germany,3aOICrSrJP0LgjBGyq7P0R
