,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,In My Mind,0.176,0.694,0.77,1.1e-05,0.118,-5.335,1,0.149,125.905,4,0.163,3353024,Germany,3tjFYV6RSFtuktYl3ZtYcq
1,500 PS,0.403,0.807,0.923,0.00455,0.091,-5.885,0,0.0441,139.972,4,0.836,3053021,Germany,1kTofMVLsqgP3r77diCPI4
2,Dior 2001,0.0117,0.43,0.699,0.093,0.123,-5.892,1,0.143,76.854,4,0.473,3014883,Germany,7hxHWCCAIIxFLCzvDgnQHX
3,Melodien (feat. Juju),0.0849,0.751,0.529,0.0,0.0944,-7.407,0,0.143,100.262,4,0.33,2962721,Germany,2qpZjutAe3pstQsjwSXQb4
4,Facetime,0.319,0.701,0.682,0.0,0.113,-6.873,0,0.173,102.004,4,0.446,2612692,Germany,6cx06DFPPHchuUAcTxznu9
5,Risiko,0.155,0.773,0.74,0.514,0.159,-7.21,1,0.0895,117.023,4,0.226,2518496,Germany,1tkg4EHVoqnhR6iFEXb60y
6,BlaBla,0.0366,0.852,0.788,3.41e-06,0.0938,-6.369,1,0.248,111.975,4,0.524,2051762,Germany,5ChtVY22XWHIpSgPtZZ6wB
7,I Love It (& Lil Pump),0.0114,0.901,0.522,0.0,0.259,-8.304,1,0.33,104.053,4,0.329,1865874,Germany,7mrWTjhYctgEQb0lJKrVWy
8,Body (feat. brando),0.0476,0.752,0.764,9.44e-05,0.0543,-4.399,1,0.038,121.958,4,0.582,1845546,Germany,6i7zAdNhzUN2k1HcrBxPHG
9,Casanova,0.0971,0.709,0.588,0.0,0.117,-4.461,1,0.0721,143.971,4,0.195,1801893,Germany,3gYqs2rirH5M3q4MgBKg7s
10,Promises (with Sam Smith),0.0119,0.781,0.768,4.91e-06,0.325,-5.991,1,0.0394,123.07,4,0.486,1762674,Germany,6NpsaQyLvPLjtVLWc26GKu
11,Eastside (with Halsey & Khalid),0.555,0.56,0.68,0.0,0.116,-7.648,0,0.321,89.391,4,0.319,1747657,Germany,2vS1HmVoOpvWeFKf7HnWdJ
12,Copacabana,0.0598,0.735,0.849,0.0,0.156,-5.709,1,0.24,97.893,4,0.623,1731187,Germany,20McUFi8KCIVdNDLrkTDuZ
13,Lucky You (feat. Joyner Lucas),0.0627,0.876,0.786,0.0,0.127,-4.884,0,0.306,153.068,4,0.575,1715098,Germany,1upzszB5JxMfNUEBmkcgaO
14,Rise,0.323,0.69,0.784,0.0,0.203,-4.653,1,0.032,106.066,4,0.669,1686645,Germany,4pmbb2QmCMrfNT9kL0nVtG
15,Happier,0.191,0.687,0.792,0.0,0.167,-2.749,1,0.0452,100.015,4,0.671,1613431,Germany,2WRTnY0slmFgWcrmEr8dPj
16,Blah Blah Blah,0.00882,0.378,0.963,0.00357,0.294,-3.911,0,0.0682,103.406,3,0.16,1534585,Germany,59qrUpoplZxbIZxk6X0Bm3
17,Girls Like You (feat. Cardi B),0.568,0.851,0.541,0.0,0.13,-6.825,1,0.0505,124.959,4,0.448,1516719,Germany,1xQ6trAsedVPCdbtDAmk0c
18,Mercedes,0.381,0.775,0.782,0.0,0.104,-6.435,1,0.258,77.511,4,0.802,1514820,Germany,0PvFJmanyNQMseIFrU708S
19,Shotgun,0.286,0.673,0.735,0.0,0.242,-4.733,1,0.0457,115.744,4,0.754,1428774,Germany,6bM4daGlfZHtKMQp8tEqVz
20,Unterwegs,0.0837,0.651,0.56,0.0533,0.109,-5.145,1,0.468,131.709,5,0.438,1425548,Germany,4y4spB9m0Q6026KfkAvy9Q
21,Solo (feat. Demi Lovato),0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0,0.0437,105.005,4,0.565,1418575,Germany,1XdMp6v9Q3N80WnKSbGfl4
22,Vagabund,0.224,0.894,0.557,0.000587,0.0812,-7.655,1,0.0536,102.94,4,0.651,1416327,Germany,4ow1etGbQ8kfbAT3QPlmhN
23,Bella ciao - HUGEL Remix,0.196,0.838,0.406,0.00471,0.101,-11.833,0,0.0878,126.02,4,0.655,1370689,Germany,7ytR5pFWmSjzHJIeQkgog4
24,Taste (feat. Offset),0.0236,0.884,0.559,0.0,0.101,-7.442,1,0.12,97.994,4,0.342,1338961,Germany,0VjIjW4GlUZAMYd2vXMi3b
25,10419,0.501,0.712,0.725,0.0,0.116,-6.995,0,0.301,169.939,4,0.775,1281695,Germany,1ddbNJwDjjmCYz1GFGYnsw
