,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,3036711,Germany,7IkZpSOJKGXCGhqAvHs7FG
1,You Don't Know Me - Radio Edit,0.163,0.876,0.669,0.0,0.185,-6.054,0,0.138,124.007,4,0.682,2321578,Germany,1SSzM044DUbVpYNNHWIhYJ
2,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,2233341,Germany,3HVWdVOQ0ZA45FuZGSfvns
3,Tuesday,0.0156,0.841,0.639,0.0654,0.0545,-6.052,0,0.0688,99.002,4,0.675,2167037,Germany,2Fxmhks0bxGSBdJ92vM42m
4,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,2096924,Germany,6vqwNBT87x37nNvfmuNTaJ
5,Galway Girl,0.0735,0.624,0.876,0.0,0.327,-3.374,1,0.1,99.943,4,0.781,2035357,Germany,5h10tw9LYCWPFgqJttM2U0
6,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,2008437,Germany,6u7jPi22kF8CTQ3rb9DHE7
7,Nummer 1,0.231,0.823,0.514,3.82e-06,0.186,-7.969,0,0.421,111.24,4,0.515,1762513,Germany,38lQ7lYhN3eSWepnZHaiBF
8,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,1622924,Germany,0oOPa0AlLnjCO6eci0HIdH
9,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,1532172,Germany,4j5WelE5mkf9A2jmts729h
10,Scared to Be Lonely,0.0895,0.584,0.54,0.0,0.261,-7.786,0,0.0576,137.972,4,0.195,1476846,Germany,6BZhkqUtaFJm57Hm5TTQSH
11,Passionfruit,0.256,0.809,0.463,0.085,0.109,-11.377,1,0.0396,111.98,4,0.364,1463691,Germany,6nDKrPlXdpomGBgAlO7UdP
