,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Was du Liebe nennst,0.393,0.874,0.487,2.96e-05,0.0524,-8.154,1,0.0641,144.956,4,0.746,4536024,Germany,0bYg9bo50gSsH3LtXe2SQn
1,rockstar,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0,0.0984,159.772,4,0.119,2664004,Germany,2FRnf9qhLbvw8fu4IBXx78
2,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,2447586,Germany,6hw1Sy9wZ8UCxYGdpKrU6M
3,Let You Down,0.33,0.659,0.716,0.0,0.173,-5.673,0,0.111,148.015,4,0.437,1965189,Germany,27qAMKrDdKEs8HDXcvR24R
4,Dusk Till Dawn - Radio Edit,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0,0.039,180.043,4,0.0967,1847392,Germany,4rRIovg4TvxLUiUrpGI6lE
5,Silence,0.256,0.52,0.761,4.96e-06,0.17,-3.093,1,0.0853,141.971,4,0.286,1795102,Germany,1rgnBhdG2JDFTbYkYRZAku
6,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,1670832,Germany,0SvD6EdetxVtXei2JhkV4B
7,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,1533671,Germany,26FNTVsgF4m31xvDgFfhGW
8,Wolves,0.139,0.715,0.802,0.0,0.177,-4.647,0,0.0394,124.989,4,0.327,1435757,Germany,3zJw3rugfpVrmBeDDnUYzy
9,Stargazing,0.152,0.677,0.497,0.0,0.0911,-5.763,1,0.0809,99.137,4,0.419,1428826,Germany,7Lbxvt42JsNSKVCaN63qhD
10,What Lovers Do (feat. SZA),0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0,0.0671,110.009,4,0.393,1394395,Germany,1B89LtaW92jj4AqT7OZ0Fj
11,Kleiner Cabrón,0.112,0.719,0.676,0.0,0.175,-7.453,0,0.15,128.071,4,0.344,1315612,Germany,6Y7ZEVr7lgO8FKGk2vZ2hi
12,More Than You Know,0.034,0.644,0.743,0.0,0.257,-5.002,0,0.0355,123.074,4,0.544,1310838,Germany,0lizgQ7Qw35od7CYaoMBZb
13,Senorita,0.0141,0.821,0.75,0.0,0.0285,-6.856,1,0.17,98.071,4,0.709,1300756,Germany,2xGO2UjzxeVQSIkyg98vck
14,Allstars,0.069,0.569,0.798,0.0,0.107,-4.693,0,0.409,93.446,4,0.476,1267583,Germany,0lLdorYw7lVrJydTINhWdI
15,Mon chéri,0.0377,0.512,0.719,0.0,0.312,-5.464,0,0.0553,106.948,4,0.146,1245582,Germany,76IVpz47q3ghkxoUeTTEKb
16,Primo,0.358,0.748,0.754,0.000189,0.138,-6.479,1,0.157,119.989,4,0.487,1224042,Germany,1E1YyZjbteIz2XQyLvtRxD
17,Gamechanger,0.294,0.727,0.757,0.0,0.115,-5.785,1,0.14,150.002,3,0.647,1217116,Germany,6aoWJSqAgHXacunJ2tdijv
18,Feel It Still,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0,0.0504,79.028,4,0.754,1186243,Germany,7taXf5odg9xCAZERYfyOkS
19,Whatever It Takes,0.0429,0.675,0.649,0.0,0.128,-4.953,1,0.0315,134.955,4,0.537,1179500,Germany,2PGA1AsJal6cyMNmKyE56q
20,Zieh' den Rucksack aus,0.217,0.805,0.793,0.0,0.0827,-4.78,0,0.147,108.057,4,0.629,1142685,Germany,3nAp4IvdMPPWEH9uuXFFV5
21,Too Good At Goodbyes,0.64,0.681,0.372,0.0,0.169,-8.237,1,0.0432,91.873,4,0.476,1131201,Germany,6dNB3XdAzx7kTf5wa8Rg89
22,Soldaten 2.0,0.0202,0.637,0.661,0.0,0.369,-7.44,1,0.274,91.051,4,0.362,1130598,Germany,3hBXvHLlTHvnbwrPbeoyAj
23,Lonely Together (feat. Rita Ora),0.134,0.655,0.666,2.12e-05,0.0683,-5.309,1,0.0612,102.977,4,0.272,1101556,Germany,7xapw9Oy21WpfEcib2ErSA
24,Gucci Gang,0.239,0.936,0.523,0.0,0.117,-6.71,1,0.0597,119.889,4,0.699,1085259,Germany,4OVF6uwZlMOSlZmHDnwliX
25,I Like Me Better,0.535,0.752,0.505,2.55e-06,0.104,-7.621,1,0.253,91.97,4,0.419,1081178,Germany,0247StOpd3AkeBQzANX4Zf
26,Monica Bellucci,0.534,0.679,0.605,0.0881,0.192,-10.004,0,0.265,194.071,4,0.488,1074733,Germany,6pVW5LRWgeLaHudxauOTJU
27,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,1017408,Germany,0sf12qNH5qcw8qpgymFOqD
28,Walk On Water (feat. Beyoncé),0.801,0.49,0.598,0.0,0.576,-4.814,0,0.186,84.004,4,0.61,971636,Germany,67ojvEGRPAUCOohuMPqoRC
29,I Believe I'm Fine,0.271,0.711,0.747,0.0,0.328,-6.165,0,0.061,100.01,4,0.572,968727,Germany,4TnjEaWOeW0eKTKIEvJyCa
30,Glorious (feat. Skylar Grey),0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0,0.0522,139.994,4,0.356,966652,Germany,6LcauUZjF1eXQrgqMUecHX
