,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams
0,Ferrari,0.387,0.73,0.725,0.0,0.153,-4.889,0,0.318,79.648,4,0.625,7518648
1,Prinzessa,0.519,0.732,0.583,1.97e-05,0.108,-6.766,1,0.125,100.464,4,0.277,4496928
2,Hallo Hallo,0.233,0.784,0.654,0.0,0.163,-6.674,1,0.283,98.036,4,0.661,4251750
3,Hobby Hobby,0.379,0.737,0.75,0.0,0.131,-6.464,1,0.298,81.955,4,0.857,3245646
4,7 rings,0.592,0.778,0.317,0.0,0.0881,-10.732,0,0.334,140.048,4,0.327,3201453
5,ROMEO & JULIET,0.172,0.644,0.68,4.06e-05,0.0435,-3.863,0,0.24,125.465,5,0.683,3048349
6,"break up with your girlfriend, i'm bored",0.0421,0.726,0.554,0.0,0.106,-5.29,0,0.0917,169.999,4,0.335,2416666
7,Benzema,0.485,0.783,0.692,0.0,0.12,-6.156,0,0.329,100.082,4,0.26,2392021
8,Sweet but Psycho,0.0691,0.719,0.704,0.0,0.166,-4.724,1,0.0476,133.002,4,0.628,2381027
9,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",0.112,0.841,0.718,0.00148,0.0873,-7.391,0,0.0882,110.702,5,0.654,2209054
10,JAJA,0.192,0.787,0.839,0.0,0.0805,-3.594,0,0.217,154.086,4,0.799,2193791
11,DODI,0.0101,0.823,0.56,2.86e-05,0.126,-7.057,0,0.0629,146.958,4,0.371,2071656
12,Baller los,0.505,0.642,0.598,0.0,0.129,-8.716,0,0.283,170.185,4,0.508,1878276
13,Hasso,0.187,0.812,0.656,0.0,0.12,-5.976,0,0.181,127.971,4,0.515,1767814
14,Without Me,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,1,0.0705,136.041,4,0.533,1671075
15,Speechless (feat. Erika Sirola),0.0161,0.574,0.728,1.42e-06,0.0851,-4.777,1,0.062,125.047,4,0.266,1641394
16,bury a friend,0.74,0.905,0.389,0.162,0.106,-14.505,1,0.332,120.046,4,0.196,1637450
17,Deine Mutter,0.478,0.654,0.836,0.0,0.18,-3.882,0,0.14,92.128,4,0.154,1636922
18,Wow.,0.163,0.833,0.539,2.1e-06,0.101,-7.399,0,0.178,99.947,4,0.385,1617565
19,Tausend Tattoos,0.146,0.675,0.803,0.0,0.199,-4.377,1,0.209,92.018,4,0.342,1607658
20,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",0.144,0.825,0.76,0.0,0.155,-6.591,1,0.188,89.003,4,0.876,1572656
21,High Hopes,0.193,0.579,0.904,0.0,0.064,-2.729,1,0.0618,82.014,4,0.681,1545033
22,Wenn die Sonne untergeht,0.132,0.609,0.829,0.0,0.15,-4.085,1,0.161,90.602,4,0.394,1538382
23,Giant (with Rag'n'Bone Man),0.016,0.807,0.887,0.000503,0.0811,-4.311,0,0.0361,122.015,4,0.606,1450856
24,500 PS,0.391,0.805,0.924,0.00448,0.0902,-5.883,0,0.0439,139.976,4,0.836,1367719
25,kilo,0.0498,0.758,0.762,3.51e-06,0.158,-5.428,1,0.314,139.938,4,0.308,1321321
26,Warnung,0.0453,0.718,0.79,0.0,0.0739,-4.861,0,0.129,151.072,4,0.605,1307133
27,#niemalsantäuschen,0.116,0.886,0.596,0.0,0.0637,-4.926,1,0.0619,135.967,4,0.474,1290724
28,Yapma,0.106,0.771,0.711,1.96e-05,0.0643,-5.46,0,0.0932,167.97,4,0.832,1237123
29,Fading,0.0232,0.734,0.76,0.0,0.127,-5.267,0,0.0415,122.072,4,0.685,1221969
30,Happier,0.191,0.687,0.792,0.0,0.167,-2.749,1,0.0452,100.015,4,0.671,1195935
31,Ich liebe es (feat. XATAR & SAMY),0.325,0.549,0.735,0.0,0.263,-5.226,0,0.299,97.538,4,0.495,1169055
32,WTF (feat. Amber Van Day),0.0602,0.808,0.737,1.12e-06,0.704,-4.538,0,0.0526,123.985,4,0.865,1145303
33,"thank u, next",0.229,0.717,0.653,0.0,0.101,-5.634,1,0.0658,106.966,4,0.412,1133589
34,HaifischNikez Allstars,0.162,0.764,0.744,0.0,0.122,-5.529,0,0.448,87.538,4,0.507,1129307
35,Roadrunner,0.162,0.832,0.805,0.0,0.115,-5.079,0,0.0822,120.003,4,0.494,1118820
36,In My Mind,0.176,0.694,0.77,1.1e-05,0.118,-5.335,1,0.149,125.905,4,0.163,1092337
37,Cataleya,0.0763,0.708,0.794,0.0,0.168,-4.409,0,0.306,90.125,4,0.69,1067525
38,Lelele,0.0543,0.821,0.689,0.000137,0.0974,-5.02,1,0.229,125.474,5,0.493,1058625
39,Be Alright,0.697,0.553,0.586,0.0,0.0813,-6.319,1,0.0362,126.684,4,0.443,1050056
40,Shem Shem & Sex,0.0879,0.795,0.819,2.89e-06,0.0729,-4.859,0,0.112,116.006,4,0.57,1042244
41,Say My Name,0.137,0.703,0.66,0.0,0.192,-5.119,0,0.123,95.031,4,0.79,1032555
42,Zoey,0.412,0.836,0.718,0.0,0.152,-5.441,0,0.153,109.975,4,0.481,1023732
43,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.00987,0.601,0.794,1.36e-06,0.388,-5.844,0,0.0671,114.066,4,0.244,976508
44,Meer,0.24,0.728,0.638,0.000501,0.106,-6.41,0,0.252,160.036,4,0.598,943627
45,So Close,0.121,0.7,0.872,7.08e-06,0.103,-5.896,1,0.0666,125.03,4,0.761,936848
46,Sunflower - Spider-Man: Into the Spider-Verse,0.556,0.76,0.479,0.0,0.0703,-5.574,1,0.0466,89.911,4,0.913,932214
47,Batman (feat. Jamule),0.135,0.804,0.747,0.0,0.235,-5.708,0,0.307,93.009,4,0.559,916627
48,bad idea,0.0276,0.847,0.58,0.0548,0.1,-5.316,1,0.0723,137.995,4,0.575,914411
49,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0,0.228,95.881,4,0.617,911612
