,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Bläulich,Apache 207,6128481,https://open.spotify.com/track/57tck8MCxkY6tcQC6VhahR
2,Tiefschwarz (feat. Samra),Kontra K,4923412,https://open.spotify.com/track/7bDSLyTjZ1VjU5kPHTL3Ko
3,Savage Love (Laxed - Siren Beat),Jawsh 685,3912158,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,GEH DEIN WEG (feat. Loredana),KC Rebell,3905997,https://open.spotify.com/track/3yFmG1luaLjuHWI6BGmwxJ
5,ROCKSTAR (feat. Roddy Ricch),DaBaby,3411050,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
6,Airwaves,Pashanim,3147147,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
7,XXL,Miksu / Macloud,2677042,https://open.spotify.com/track/0p3euGPg5LgFeQGC7bBFuR
8,Never Let Me Down,VIZE,2369732,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
9,Emotions 2.0,Ufo361,2249917,https://open.spotify.com/track/3yZCjDTxzZxx1kll1sRjGc
10,Boot,Apache 207,2243473,https://open.spotify.com/track/0rqY8g1Y1zaA4YwU6vhBQg
11,In meinem Benz,AK AUSSERKONTROLLE,2207587,https://open.spotify.com/track/6BXyD6UUPizpRpA7iOi99r
12,Sin City,Azet,2181280,https://open.spotify.com/track/1NIZfoTuiAHIm9VUAwsPZy
13,Blinding Lights,The Weeknd,2122234,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
14,Alane,Robin Schulz,2121536,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
15,WEISSER RAUCH,FOURTY,2087545,https://open.spotify.com/track/6bRR9tU3WUBsC4aywSgHEO
16,Nacht zu kurz,Luciano,1988446,https://open.spotify.com/track/6rc0vqoHYtF1J79fsIo9ia
17,Big Body Benz,Bonez MC,1982916,https://open.spotify.com/track/2WOJ7D52Ng3myrKlEf4Azj
18,Fame,Apache 207,1921083,https://open.spotify.com/track/3goH7O78TLkV9RhCAyM4AT
19,Roses - Imanbek Remix,SAINt JHN,1910805,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
20,Ich weiß nicht mal wie sie heißt,Capital Bra,1849705,https://open.spotify.com/track/4KfL3Ne8bc9bC2PUB8QGwA
21,Lovefool,twocolors,1799219,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
22,Come & Go (with Marshmello),Juice WRLD,1735224,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
23,Unbekannt,Bozza,1693404,https://open.spotify.com/track/0iqichhGnbEy9w6p4sytpW
24,Roller,Apache 207,1664081,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
25,Breaking Me,Topic,1650508,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
26,Ayo Technology,Kynda Gray,1641811,https://open.spotify.com/track/0Jh40A8WJdGXwkEDgxhaKo
27,7 Stunden,LEA,1571189,https://open.spotify.com/track/1EbdQ54jFLGEH94cUif3TI
28,Übermorgen,Mark Forster,1523309,https://open.spotify.com/track/1NP7bzm8UksJUWXsuFoOwE
29,FLY,KC Rebell,1492893,https://open.spotify.com/track/1WoM4mof0Nl1xPtwf6h6ow
30,Kings & Queens,Ava Max,1483985,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
31,Roadrunner,Bonez MC,1449997,https://open.spotify.com/track/0BwO44CBPFWxAIO5ZbPf3N
32,Watermelon Sugar,Harry Styles,1440407,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
33,MAMACITA,Black Eyed Peas,1405937,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
34,Gangster Queen,AK AUSSERKONTROLLE,1389047,https://open.spotify.com/track/17Jm0HKkU2Qh7K264pSSXW
35,Emotions,Ufo361,1377466,https://open.spotify.com/track/6lU4BQWZomCWRfKSowfezE
36,Some Say - Felix Jaehn Remix,Nea,1370228,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
37,Sinne,Sarhad,1361854,https://open.spotify.com/track/1XTUu81IEyoi5nU5H6Bf3H
38,ily (i love you baby) (feat. Emilee),Surf Mesa,1348488,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
39,Cooler Than Me,Lucky Luke,1307115,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz
40,MedMen,Jamule,1228983,https://open.spotify.com/track/5t3PF7pHuiwwLbNCJ8mn4N
41,Dance Monkey,Tones And I,1211542,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
42,Bronx,Veysel,1211395,https://open.spotify.com/track/6BlEbLEklINGnPsIcM8wmO
43,Life's A Mess (feat. Halsey),Juice WRLD,1192113,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
44,TKN (feat. Travis Scott),ROSALÍA,1182500,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
45,Ich würd' lügen,KAYEF,1166669,https://open.spotify.com/track/5B9CtjeguIO9LeOk8Xs1J3
46,SANDMANN,reezy,1165999,https://open.spotify.com/track/5UDK6yzqiW4kJU3YQauYR5
47,VALLA NEIN (feat. Luciano),KC Rebell,1120093,https://open.spotify.com/track/2rxxXYtTIFKyrhJpofeoIX
48,Control,Zoe Wees,1110447,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
49,Rain On Me (with Ariana Grande),Lady Gaga,1090917,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
50,Ur So F**kInG cOoL,Tones And I,1088020,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx
51,Toosie Slide,Drake,1058554,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
52,Party Girl (Remix),StaySolidRocky,1032094,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
53,Wishing Well,Juice WRLD,1024259,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
54,Take My Hand,Jerome,1023854,https://open.spotify.com/track/7My1iCGUznwNztIokee32S
55,Cappuccino,Sinan-G,1010171,https://open.spotify.com/track/5j5f4nqHMuLHDXp7vYC31G
56,OCB,Lil Lano,1007568,https://open.spotify.com/track/6WlNHfwPxdHF3MvhYj0GA7
57,Supalonely,BENEE,987626,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
58,Like I Love You,Nico Santos,983410,https://open.spotify.com/track/7hr6WRm7HUlVdkfnhSTm0G
59,SICKO,Felix Jaehn,955035,https://open.spotify.com/track/2vDxrqUKTkgSxn7x3JYms9
60,IBB,Celo & Abdi,937848,https://open.spotify.com/track/2Uqno6bplmiQo12Cu6Ukm8
61,Conversations,Juice WRLD,912111,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
62,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,889346,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
63,GOOBA,6ix9ine,887299,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
64,Superstar,David Puentez,880991,https://open.spotify.com/track/5gFCFZnV0QTt1YfjY7dJBY
65,2003,JURI,879676,https://open.spotify.com/track/2MNXZRtPBskqyHtNTdKFjA
66,The Passenger (LaLaLa) [feat. MOKABY],LUM!X,879344,https://open.spotify.com/track/2A0CxheiQGQdCiKtOR7jMP
67,200 km/h,Apache 207,870109,https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q
68,Hayat,Ra'is,850298,https://open.spotify.com/track/5duf2NsABczC5cHAe0zwLn
69,Vay Vay,Firat,842634,https://open.spotify.com/track/5Yx8aAuhBBsp3fmyCR808F
70,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,842333,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
71,DAS RENNEN,RIN,839273,https://open.spotify.com/track/3qT2eKpWNq5cze7kGGORDZ
72,Treppenhaus,LEA,835893,https://open.spotify.com/track/0psIeufUtT83Ot2dkLjQ0v
73,Nicht verdient,Capital Bra,834662,https://open.spotify.com/track/7v8OynJxOxHoeS5C2UA9Y7
74,Hauseingang,Pashanim,826298,https://open.spotify.com/track/1IikW5aCjY08gagX94j3fJ
75,death bed (coffee for your head),Powfu,825025,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
76,Shakira,Kalazh44,811412,https://open.spotify.com/track/17tgK6f93CECWj0EC70RfQ
77,SINALOA,Fard,811155,https://open.spotify.com/track/5t3TC43DVZko3bZEikzttd
78,Break My Heart,Dua Lipa,800697,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
79,Thank You [Not So Bad],VIZE,799244,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
80,Tränen aus Kajal,CÉLINE,797435,https://open.spotify.com/track/1vZqDXhvyXAwSM8V6MU0N5
81,Lose Somebody,Kygo,786117,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
82,SKRR,KALIM,779236,https://open.spotify.com/track/0U9dP3BUlAgq9KkJXOijBH
83,YAYA,6ix9ine,771458,https://open.spotify.com/track/6EfBMJQwe2xLgldra6DaYp
84,In Your Eyes (feat. Alida),Robin Schulz,767318,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
85,Righteous,Juice WRLD,766518,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
86,2002,Sido,757859,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b
87,Lonely,Tujamo,756946,https://open.spotify.com/track/5LOJdJPzuevskkoAtLj8hb
88,Salt,Ava Max,756517,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
89,Gimme! Gimme! Gimme!,GAMPER & DADONI,756095,https://open.spotify.com/track/4zLSkwZaiMfzzapPCbdG90
90,Late Night,Luciano,754038,https://open.spotify.com/track/33jaF6gknsRif8HzH1RMAB
91,Durch die Nacht,Maestro,751025,https://open.spotify.com/track/12UlSiLT9zdiApsvOULjf7
92,110,Capital Bra,748230,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
93,Fingertips,Tom Gregory,747327,https://open.spotify.com/track/0X4hMHBj4Ra6h1tIQGl1CH
94,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,746348,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
95,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,724673,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
96,Snowbunny,badmómzjay,718520,https://open.spotify.com/track/3037SYUA7xO7LGLQbl1DjA
97,Close Your Eyes,Felix Jaehn,712493,https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6
98,SoSo (feat. Dardan),Monet192,711850,https://open.spotify.com/track/6RYPJUBsL3w0k1CHKYtrRF
99,Shababs botten,Pashanim,706088,https://open.spotify.com/track/0H9WHopZ62JeDaGau7REMw
100,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,703616,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se
