,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Benzema,Capital Bra,4568984,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
2,HaifischNikez Allstars,LX,4147708,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP
3,Sweet but Psycho,Ava Max,3385163,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
4,Baller los,MERO,2786798,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
5,Lelele,Azet,2528167,https://open.spotify.com/track/31Zs71Yb7YoPlFx2p1uKRX
6,Tausend Tattoos,Sido,2416409,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
7,High Hopes,Panic! At The Disco,2205984,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
8,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,2028883,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
9,Zoey,Nimo,1846612,https://open.spotify.com/track/0dGSOCj6hdV5Nr0V8FjONc
10,In My Mind,Dynoro,1842575,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
11,500 PS,Bonez MC,1678259,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1645151,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,Feuer,Capital Bra,1615201,https://open.spotify.com/track/3yuMTMJQ2gkvLhMVZLrcRV
14,Without Me,Halsey,1527974,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
15,Wow.,Post Malone,1509969,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
16,Happier,Marshmello,1462779,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
17,"thank u, next",Ariana Grande,1362243,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
18,Speechless (feat. Erika Sirola),Robin Schulz,1354534,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
19,Be Alright,Dean Lewis,1342599,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1328574,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
21,Meer,Luciano,1317172,https://open.spotify.com/track/1LcvTvRfWrQjrF6aymfugd
22,Cataleya,Samra,1287267,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
23,MILLIONDOLLAR$MILE,Loredana,1285218,https://open.spotify.com/track/4nBcGqwztDJ29cyHVJtXsB
24,Farben,Kontra K,1269984,https://open.spotify.com/track/6hFmSZIw5gmn9mK4hfqozy
25,Ich liebe es (feat. XATAR & SAMY),Capital Bra,1269836,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn
26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1149094,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
27,Body (feat. brando),Loud Luxury,1148196,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
28,Dior 2001,RIN,1146635,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
29,Promises (with Sam Smith),Calvin Harris,1131518,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
30,Facetime,Dardan,1108044,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
31,Let You Love Me,Rita Ora,1091829,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
32,Hayate,Luciano,1076214,https://open.spotify.com/track/2vzQotgEoJMvqOQp9XxqFR
33,ZEZE (feat. Travis Scott & Offset),Kodak Black,1034180,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
34,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1015676,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
35,Anderes Niveau,Nimo,1004908,https://open.spotify.com/track/0HKQM0ehEP4MLRzBc3ypiv
36,Melodien (feat. Juju),Capital Bra,995827,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
37,Casanova,Summer Cem,995658,https://open.spotify.com/track/0jB0RNZIfaihaDKNmdrI40
38,Perfekt (feat. Sofiane),RAF Camora,986225,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
39,BONNIE & CLYDE,Loredana,984077,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
40,Kokain,Bonez MC,973739,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
41,Like I Love You (feat. The NGHBRS),Lost Frequencies,960991,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
42,UFF,Veysel,953778,https://open.spotify.com/track/3Rq0ElVcisouAl71RtnTUS
43,PARA ILLEGAL (feat. Lil Lano),King Khalil,922561,https://open.spotify.com/track/3mulaE9xF8LhmwZN61kHvS
44,Better Now,Post Malone,913528,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
45,Eastside (with Halsey & Khalid),benny blanco,908581,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
46,Fading,Alle Farben,892945,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
47,MIA (feat. Drake),Bad Bunny,868306,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
48,Rise,Jonas Blue,860979,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
49,Bad Liar,Imagine Dragons,854206,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
50,Skam Koh,Azet,842774,https://open.spotify.com/track/1wtKmJbFITh1WRz70QWksh
51,Love Someone,Lukas Graham,841923,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
52,Girls Like You (feat. Cardi B),Maroon 5,839872,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
53,Bella ciao - HUGEL Remix,El Profesor,835358,https://open.spotify.com/track/1MFSD0AkPk8Yq7TDEhrHcb
54,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,819429,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
55,Allein,Capital Bra,817215,https://open.spotify.com/track/4tW7mc0pab35DznfVlr3px
56,Copacabana,Leon Machère,816784,https://open.spotify.com/track/214Mx6MSJhtaO1uPtZGqLH
57,Kiss and Make Up,Dua Lipa,795579,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
58,Neymar,Capital Bra,788695,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN
59,Nevermind,Dennis Lloyd,788339,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
60,Sag schon,Veysel,782907,https://open.spotify.com/track/1SDWa2NAPvVjLhIXDM9Zgi
61,Say My Name,David Guetta,773496,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
62,Solo (feat. Demi Lovato),Clean Bandit,766050,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
63,SICKO MODE,Travis Scott,764797,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
64,One Kiss (with Dua Lipa),Calvin Harris,759333,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
65,Valentino Camouflage,Luciano,751278,https://open.spotify.com/track/0RMrNZG8THmtHXU90tfsQY
66,rockstar (feat. 21 Savage),Post Malone,739874,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
67,FRIENDS,Marshmello,737081,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
68,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,722399,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
69,KIKA,6ix9ine,720151,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
70,Roli Glitzer Glitzer (feat. Luciano & Eno),Capital Bra,709293,https://open.spotify.com/track/5P8EPCYTLW2bR4PanlvEpI
71,Like I Do,David Guetta,706224,https://open.spotify.com/track/4aBYzs8RxZMuqyOanNlf8I
72,Ruin My Life,Zara Larsson,694587,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
73,"Jennie (feat. R. City, Bori)",Felix Jaehn,691636,https://open.spotify.com/track/7uM7YZwNZqdDMG0NfGhmux
74,Shallow,Lady Gaga,690884,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
75,Mercedes,Eno,686921,https://open.spotify.com/track/3FHppoOv1gMexzC9XyMCFz
76,Taste (feat. Offset),Tyga,682939,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
77,Einmal,Mark Forster,679567,https://open.spotify.com/track/4MshU1BZjRZjXtoSpaOJlL
78,Falling Down - Bonus Track,Lil Peep,668866,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
79,Was du Liebe nennst,Bausa,668041,https://open.spotify.com/track/2hIY4sjfMeKwXXh2LvhrMo
80,SAD!,XXXTENTACION,655266,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
