,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,DNA,KC Rebell,5299602,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq
2,Ferrari,Eno,4792129,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
3,Gib Ihm,Shirin David,4052755,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
4,Prinzessa,Capital Bra,3744375,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP
5,Hallo Hallo,Azet,2993637,https://open.spotify.com/track/3aYAAXlB1yvUs5MJ0FI3bh
6,Hobby Hobby,MERO,2756798,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT
7,7 rings,Ariana Grande,2639084,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
8,Leyla,Nimo,2477714,https://open.spotify.com/track/08OFGhKf7mK1BGhzMtXaqo
9,ROMEO & JULIET,Loredana,2386355,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y
10,Sweet but Psycho,Ava Max,2264768,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
11,Benzema,Capital Bra,2117994,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
12,"break up with your girlfriend, i'm bored",Ariana Grande,2084781,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
13,Nur ein Tanz,Pietro Lombardi,1912411,https://open.spotify.com/track/6oaNpCVXUtmG0eKxsPO6Uf
14,JAJA,Fero47,1800842,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
15,Baller los,MERO,1740381,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
16,Nur ein Grund (feat. Jah Khalib),Kontra K,1708513,https://open.spotify.com/track/1t7cJh7t5O5pgwkjZJv8pq
17,Speechless (feat. Erika Sirola),Robin Schulz,1698662,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
18,Wow.,Post Malone,1609224,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
19,Without Me,Halsey,1567129,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,Tausend Tattoos,Sido,1558102,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
21,Deine Mutter,Kool Savas,1555964,https://open.spotify.com/track/4y8xXLG9O3Rbl6e1KaNRTG
22,High Hopes,Panic! At The Disco,1520478,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
23,DODI,Shindy,1515735,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H
24,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,1500703,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
25,Giant (with Rag'n'Bone Man),Calvin Harris,1498504,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
26,500 PS,Bonez MC,1418095,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
27,bury a friend,Billie Eilish,1406549,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
28,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",KitschKrieg,1372666,https://open.spotify.com/track/1rciHe0jRJnF3J6CuAwOH0
29,Yapma,C ARMA,1331239,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa
30,KHABIB (feat. HK),Gringo,1306048,https://open.spotify.com/track/2QPyhgmVuQ9baEval2D46C
31,Wenn die Sonne untergeht,Azet,1305417,https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb
32,WTF (feat. Amber Van Day),HUGEL,1261876,https://open.spotify.com/track/0gn93i7HJt0calph67R5Wu
33,Hasso,KC Rebell,1245223,https://open.spotify.com/track/3TN6azWcvHM18VxhYVB1AG
34,Fading,Alle Farben,1206999,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
35,Warnung,Kontra K,1132509,https://open.spotify.com/track/3OgD9c7c6GhEWUK660Ezbr
36,So Close,NOTD,1127196,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
37,Happier,Marshmello,1120651,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
38,HaifischNikez Allstars,LX,1094243,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP
39,In My Mind,Dynoro,1087112,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
40,Say My Name,David Guetta,1067988,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
41,#niemalsantäuschen,Farid Bang,1045243,https://open.spotify.com/track/4mI0sGmXHviRF9QbY4bfq7
42,Ich liebe es (feat. XATAR & SAMY),Capital Bra,1044681,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn
43,Push,Kianush,1023756,https://open.spotify.com/track/2vwEnjG9FKzafXjZA3Xdyz
44,Cataleya,Samra,1004187,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
45,Roadrunner,Nimo,1002897,https://open.spotify.com/track/5ryCDI7vwLZp2PyHRdXGLC
46,i'm so tired...,Lauv,994130,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
47,Zoey,Nimo,990010,https://open.spotify.com/track/0dGSOCj6hdV5Nr0V8FjONc
48,Shem Shem & Sex,Nimo,981914,https://open.spotify.com/track/6ujq8IjOGkbJrp09qarW1E
49,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,973564,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
50,Lelele,Azet,946857,https://open.spotify.com/track/31Zs71Yb7YoPlFx2p1uKRX
51,Be Alright,Dean Lewis,916761,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
52,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,900780,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
53,Meer,Luciano,881890,https://open.spotify.com/track/1LcvTvRfWrQjrF6aymfugd
54,Perfekt (feat. Sofiane),RAF Camora,864116,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
55,Dancing With A Stranger (with Normani),Sam Smith,861497,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
56,"thank u, next",Ariana Grande,853182,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
57,Kokain,Bonez MC,838328,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
58,thank you,Lena,835598,https://open.spotify.com/track/3uCZ4IqMY54A0jxRkyPGPl
59,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,806379,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
60,Shallow,Lady Gaga,799756,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
61,Facetime,Dardan,798846,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
62,Lambo Diablo GT (feat. Nimo & Juju) - Remix,Capo,797242,https://open.spotify.com/track/3TMW1GOB1lsmvf8er2dE8g
63,Orbit,Shirin David,774669,https://open.spotify.com/track/0dUjcVPXy2Npz7RAmylgOS
64,Melodien (feat. Juju),Capital Bra,774422,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
65,Look Back at It,A Boogie Wit da Hoodie,766567,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
66,Dior 2001,RIN,765700,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
67,Feuer,Capital Bra,762032,https://open.spotify.com/track/3yuMTMJQ2gkvLhMVZLrcRV
68,Body (feat. brando),Loud Luxury,756676,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
69,Let Me Down Slowly,Alec Benjamin,750527,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
70,Con Calma,Daddy Yankee,747246,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
71,Like I Love You (feat. The NGHBRS),Lost Frequencies,734086,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
72,Let You Love Me,Rita Ora,718381,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
73,Moonlight,Gaullin,699548,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
74,Casanova,Summer Cem,684635,https://open.spotify.com/track/0jB0RNZIfaihaDKNmdrI40
75,Neymar,Capital Bra,681481,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN
76,MIDDLE CHILD,J. Cole,680976,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
77,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,677620,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
78,Eastside (with Halsey & Khalid),benny blanco,669208,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
79,Power Over Me,Dermot Kennedy,663796,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
80,Someone You Loved,Lewis Capaldi,653753,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
81,BONNIE & CLYDE,Loredana,652410,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
82,UFF,Veysel,650692,https://open.spotify.com/track/3Rq0ElVcisouAl71RtnTUS
83,Who Do You Love,The Chainsmokers,638685,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
84,Happy Now,Kygo,637391,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
85,Going Bad (feat. Drake),Meek Mill,633923,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
86,Copacabana,Leon Machère,632086,https://open.spotify.com/track/214Mx6MSJhtaO1uPtZGqLH
87,Mercedes,Eno,623292,https://open.spotify.com/track/3FHppoOv1gMexzC9XyMCFz
88,ZEZE (feat. Travis Scott & Offset),Kodak Black,603779,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
