,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Berlin lebt,Capital Bra,4741102,https://open.spotify.com/track/1uJ7IQJdeAvmUDpIyZb0be
2,Casanova,Summer Cem,3455868,https://open.spotify.com/track/35lIK2q78MSgv3Abb4qAjk
3,One Night Stand,Capital Bra,3437466,https://open.spotify.com/track/4gALhhysObk59C3fxeTLwh
4,Neymar,Capital Bra,2877403,https://open.spotify.com/track/0d0d2CuQSQDF7Q7vNhwA3i
5,One Kiss (with Dua Lipa),Calvin Harris,2633592,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6,Nevermind,Dennis Lloyd,2563508,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
7,Better Now,Post Malone,2418166,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
8,Solo (feat. Demi Lovato),Clean Bandit,2285397,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
9,Tamam Tamam,Summer Cem,1918954,https://open.spotify.com/track/0Ch40WfKG9UfWmyPVEWxow
10,Phänomenal,Pietro Lombardi,1915021,https://open.spotify.com/track/5Tz9FKVUOPZ5nMIbuAlRx4
11,Bella ciao - HUGEL Remix,El Profesor,1868420,https://open.spotify.com/track/1MFSD0AkPk8Yq7TDEhrHcb
12,Je ne parle pas français - Beatgees Remix,Namika,1848500,https://open.spotify.com/track/0LH2h4pwiX1iY3KDuONOb6
13,Back To You,Selena Gomez,1752911,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
14,Barking,Ramz,1728176,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
15,Fame (feat. RAF Camora),Kontra K,1701310,https://open.spotify.com/track/5KSNUteuNykJDjYiqguIzk
16,Change Your Mind,ELI,1622141,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
17,Avirex,RIN,1577432,https://open.spotify.com/track/3CMbqIJKaQyB7kQE3xJ7MK
18,Taste (feat. Offset),Tyga,1558036,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
19,Chinchilla (feat. KC Rebell & Capital Bra),Summer Cem,1510167,https://open.spotify.com/track/1A5nTDzLS8ckYOLiQMgtmG
20,La Cintura,Alvaro Soler,1459118,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
21,Flames,David Guetta,1404574,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
22,I Like It,Cardi B,1397242,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
23,Magisch,Olexesh,1381998,https://open.spotify.com/track/4gnuy9VBU2GGrN60UMB79t
24,Über Nacht,Gzuz,1304947,https://open.spotify.com/track/6ciUAqm3B0sJU57CJIAOby
25,5 Songs in einer Nacht,Capital Bra,1282255,https://open.spotify.com/track/51922FOX7bXrEU4jSoxkY5
26,Mwaka Moon - Remix,Kalash,1263252,https://open.spotify.com/track/5QONeRJGHsyLwloZIUYyUE
27,no tears left to cry,Ariana Grande,1255026,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
28,Netflix & Chill,Kay One,1234372,https://open.spotify.com/track/7n3TVLhIYltUm7uzzy6xFK
29,Piccos,Dardan,1193235,https://open.spotify.com/track/3Iksy9wPB0Pqazx0WnxBp7
30,Remind Me to Forget,Kygo,1192649,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
31,Lucid Dreams,Juice WRLD,1179724,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
32,X,Nicky Jam,1172841,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
33,Plug Walk (feat. Ufo361) - Ufo361 Remix,Rich The Kid,1169135,https://open.spotify.com/track/2LrvymM7z6iZnvEecx5ZIA
34,An Wunder,Wincent Weiss,1148705,https://open.spotify.com/track/1tvLm3VWxauQ1q8po39Io9
35,¿ Warum ?,Gzuz,1140638,https://open.spotify.com/track/0MCuJk4KeBnweGeMZXc6Br
36,Zusammen feat. Clueso,Die Fantastischen Vier,1139303,https://open.spotify.com/track/35Ma4j9sPWhUAJ471naHV3
37,Youngblood,5 Seconds of Summer,1102881,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
38,FRIENDS,Marshmello,1063264,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
39,Freaky Friday (feat. Chris Brown),Lil Dicky,1033490,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
40,Girls Like You (feat. Cardi B),Maroon 5,1008003,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
41,Bugatti Veyron,Kurdo,1001421,https://open.spotify.com/track/47mf0FjXwyRyx3VxgVt29z
42,Melody (feat. James Blunt),Lost Frequencies,987320,https://open.spotify.com/track/5r49JKf2vWBF0CQjZewJ0O
43,Nice For What,Drake,976706,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
44,Wolke 7,Gzuz,961813,https://open.spotify.com/track/40ebjDfdkYrysmll4KF5BR
45,Eloah,Sun Diego,935381,https://open.spotify.com/track/7kYC5ilFc6kXN6YagFRemB
46,God's Plan,Drake,935275,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
