,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,炎,LiSA,2193956,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn
2,Dynamite,BTS,2031935,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
3,夜に駆ける,YOASOBI,1774587,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js
4,裸の心,Aimyon,1370809,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ
5,"Make you happy",NiziU,1311186,https://open.spotify.com/track/4FrxgrNbNrdfq8093JaEJf
6,紅蓮華,LiSA,1259330,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre
7,香水,Eito,1232745,https://open.spotify.com/track/2iOvMtA1u9s95NF6mJDOuT
8,"猫 〜THE FIRST TAKE ver.〜",DISH//,1182337,https://open.spotify.com/track/6F0aYmicNttntvth7FXQEx
9,感電,"Kenshi Yonezu",1180360,https://open.spotify.com/track/1rd3RSjrOShIUG8rG9FvDI
10,Pretender,"Official HIGE DANdism",1110915,https://open.spotify.com/track/15HNdxGKNCIO9pgaY4n7FU
11,"I Love...","Official HIGE DANdism",1106833,https://open.spotify.com/track/4pRqq3MwcqitKqNO8rOrOb
12,115万キロのフィルム,"Official HIGE DANdism",1035037,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7
13,"Stand by me, Stand by you.",HIRAIDAI,1029694,https://open.spotify.com/track/2RbVD1IgXtyQFlLtbthaZ3
14,群青,YOASOBI,1014183,https://open.spotify.com/track/0T4AitQuq8IJhWBWuZwkFA
15,白日,"King Gnu",1008722,https://open.spotify.com/track/4wel6DQu0dMVBRVn2ZTPoy
16,Laughter,"Official HIGE DANdism",938518,https://open.spotify.com/track/1SdwlHsv8bWHbAlIw5Jfgo
17,"snow jam",Rin音,935839,https://open.spotify.com/track/6uUtmCz8XXep7n1QmC1jJG
18,"Walking with you",Novelbright,918109,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd
19,キンモクセイ,オレンジスパイニクラブ,887282,https://open.spotify.com/track/7p8JJm7CT2F4k11f1DtNUa
20,猫,DISH//,886712,https://open.spotify.com/track/3NP2nqAgMELIV3MAhrFNMx
21,春を告げる,yama,884358,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD
22,"Stay Gold",BTS,858321,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
23,ハルジオン,YOASOBI,847339,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi
24,"Lovesick Girls",BLACKPINK,826286,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
25,不可幸力,Vaundy,824347,https://open.spotify.com/track/65e5PmFI3cqoLEJYF3TfCG
26,Shukumei,"Official HIGE DANdism",814759,https://open.spotify.com/track/0XaHPBAzPAC5ubwcRBqc1p
27,点描の唄,"Mrs. GREEN APPLE",799664,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV
28,まちがいさがし,"Masaki Suda",792165,https://open.spotify.com/track/4Jj31lihp5Nvdi4lFRjrqc
29,マリーゴールド,Aimyon,778291,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7
30,ただ君に晴れ,ヨルシカ,770038,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz
31,Yesterday,"Official HIGE DANdism",766191,https://open.spotify.com/track/1kMlcLyljkrShV0LSdSGBz
32,Lemon,"Kenshi Yonezu",765984,https://open.spotify.com/track/4rvtqOGyTPZJwWtVTNdZbu
33,かくれんぼ,優里,765548,https://open.spotify.com/track/0JTjZnuciQH4M3620aMDtZ
34,Myra,"Tani Yuuki",741162,https://open.spotify.com/track/5wc4f6crkCzAvwNhoEeMhh
35,ぎゅっと。,もさを。,738628,https://open.spotify.com/track/6nqfKM9JvQIiuAuzWZFvGW
36,僕のこと,"Mrs. GREEN APPLE",735375,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4
37,ハルノヒ,Aimyon,724788,https://open.spotify.com/track/1oNeSCt0CMekCyyLo06kFs
38,青と夏,"Mrs. GREEN APPLE",705253,https://open.spotify.com/track/5BC6kr6etk2Y9J62AyI4i3
39,ノーダウト,"Official HIGE DANdism",703379,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV
40,インフェルノ,"Mrs. GREEN APPLE",698414,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY
41,たぶん,YOASOBI,697800,https://open.spotify.com/track/62Lv9WcrfzJqhvYDbilJy3
42,花に亡霊,ヨルシカ,692371,https://open.spotify.com/track/3FUqp10RhCmMjyyB9extmo
43,"Ice Cream (with Selena Gomez)",BLACKPINK,687399,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
44,パラボラ,"Official HIGE DANdism",669609,https://open.spotify.com/track/51JOzfozDdPMKxyEccRltg
45,HELLO,"Official HIGE DANdism",665939,https://open.spotify.com/track/2SzXlu48l0sqApK9hBWZtg
46,"How You Like That",BLACKPINK,635032,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
47,馬と鹿,"Kenshi Yonezu",617141,https://open.spotify.com/track/19op3QHIz9Aq5VdwsASXIz
48,"Night Diver",三浦春馬,611771,https://open.spotify.com/track/5hcWlcZE9vFMeaFaTjo1Zf
49,未完成,"Leo Ieiri",588100,https://open.spotify.com/track/10mmoWFRBG9mlLekSWYzWT
50,"Not Shy",ITZY,515945,https://open.spotify.com/track/4ecVWqbtW6phQGpZMAyqIU
51,エメラルド,"back number",431087,https://open.spotify.com/track/0ygrzSnhdIAcxXLb5pPeNU
52,魔法の絨毯,"Takaya Kawasaki",396022,https://open.spotify.com/track/37IPQgBkvbmH9JR5mlY6a8
53,別の人の彼女になったよ,wacci,388631,https://open.spotify.com/track/5TIMNeqGc26Ohw0yfcAfGB
54,廻廻奇譚,Eve,378389,https://open.spotify.com/track/2gSkvrwfCXCgqeugzezn97
55,"I CAN'T STOP ME",TWICE,370447,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
56,"Your eyes tell",BTS,367155,https://open.spotify.com/track/3TZ7NHkMT82AhwuYsd00Hz
57,"Boy With Luv (feat. Halsey)",BTS,365415,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
58,Hug,空音,364796,https://open.spotify.com/track/4cHB6U8fasfxq7XD8uNxuK
59,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",352511,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
60,CHILDAYS,"BLOOM VASE",349077,https://open.spotify.com/track/1g1AXdio16Yh5SXgPBXcfq
61,positions,"Ariana Grande",331908,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
62,アカシア,"BUMP OF CHICKEN",329801,https://open.spotify.com/track/0tvPnYDLySJL9g7OHNJeyb
63,高嶺の花子さん,"back number",322289,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l
64,第六感,Reol,319452,https://open.spotify.com/track/22sQUmLhT8umlEhQzDrzfJ
65,"Feel Special",TWICE,318252,https://open.spotify.com/track/2HtcPHFdo7eu4Ilbvb0BVI
66,きらきら,もさを。,306362,https://open.spotify.com/track/5eXXJJuejAUkggSgIINU1V
67,Mela!,"Ryokuoushoku Shakai",303194,https://open.spotify.com/track/6fF4cFFiKsb2T2IFHaXezn
68,君はロックを聴かない,Aimyon,298847,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM
69,"Holy (feat. Chance The Rapper)","Justin Bieber",297031,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
70,恋人ごっこ,"Macaroni Empitsu",296815,https://open.spotify.com/track/2SihT7AVMiI2VtaAyVIcnO
71,ロマンチシズム,"Mrs. GREEN APPLE",295078,https://open.spotify.com/track/0JcI7OdALbpSFkyKoufRYs
72,あの夢をなぞって,YOASOBI,291292,https://open.spotify.com/track/4BE1OloRc9xwjyqA4wFFuN
73,夜永唄,"KAMI WA SAIKORO WO FURANAI",291203,https://open.spotify.com/track/3wGeCSeMbiFUryh5MZ4iNT
74,us,milet,287369,https://open.spotify.com/track/13KOSEIdzpafSyYCUldj7z
75,さよならエレジー,"Masaki Suda",283276,https://open.spotify.com/track/0QKmcZNAST4GytJYmkN05D
76,"Whenever You Call",ARASHI,283174,https://open.spotify.com/track/4itdOvg6V8hjTOQUeaGHWt
77,怪物さん,"Ken Hirai",280339,https://open.spotify.com/track/1heN1fuesAqx4WRlQFkCLJ
78,そっけない,RADWIMPS,271298,https://open.spotify.com/track/2ntXQnx4ZUraj1u5Hwqjem
79,風を食む,ヨルシカ,269199,https://open.spotify.com/track/68OYaxreTGmAuD9cAztr2p
80,"MORE & MORE",TWICE,267772,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
81,"Wherever you are","ONE OK ROCK",261969,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm
82,ON,BTS,260592,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
83,祈り花,HIRAIDAI,257211,https://open.spotify.com/track/5G24eB35Ucu4A8MPKLNV9B
84,飛行艇,"King Gnu",257075,https://open.spotify.com/track/6Ea33AvEANARkK2QduzhRm
85,ハッピーエンド,"back number",256731,https://open.spotify.com/track/0ssEfLe9aqPhMmLXKqBw6J
86,"Make A Wish (Birthday Song)","NCT U",255467,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
87,クリスマスソング,"back number",255142,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su
88,"Mood (feat. iann dior)",24kGoldn,252889,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
89,HOME;RUN,SEVENTEEN,251969,https://open.spotify.com/track/2iW0q5jJJT5HKlIs25AAgv
90,"Never Grow Up",CHANMINA,251258,https://open.spotify.com/track/5aDgM8rYPT15CqjkN1EIKq
91,ワタリドリ,[Alexandros],247158,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o
92,HANABI,Mr.Children,247100,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua
93,秒針を噛む,ZUTOMAYO,245170,https://open.spotify.com/track/4HgsPAX3MmMgIT60hJ4W4U
94,"Wasted Nights","ONE OK ROCK",244660,https://open.spotify.com/track/39LyUQIy7idLxPdsjyZsxe
95,だから僕は音楽を辞めた,ヨルシカ,242669,https://open.spotify.com/track/5j7ixaLeGTGSv4DzKs0pCM
96,あなたがいることで,Uru,241457,https://open.spotify.com/track/6baeV3RT4kpivo327DC3AM
97,Fanfare,TWICE,237916,https://open.spotify.com/track/49moLXpCwwantnF78yItWf
98,いつか,"Saucy Dog",236730,https://open.spotify.com/track/0v3iUTe5rskRsxbUhboRlT
99,花束,"back number",236097,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ
100,Lovers,sumika,233030,https://open.spotify.com/track/3pwe5YS438tETO53DSfTnl
101,"Teenager Forever","King Gnu",230696,https://open.spotify.com/track/1jtBcfrVYDtykjyM66hroR
102,プロローグ,Uru,226507,https://open.spotify.com/track/3LhiOBfTSTjfpwdElYyE8k
103,"Lonely (with benny blanco)","Justin Bieber",225193,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
104,"Rain On Me (with Ariana Grande)","Lady Gaga",222787,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
105,366日,HY,222256,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc
106,Lights,BTS,219290,https://open.spotify.com/track/3TDUktzfYXMWjkWqwoT5F1
107,DNA,BTS,218489,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
108,"Slow & Easy",HIRAIDAI,215607,https://open.spotify.com/track/4b5oBON2DgamONUxvP4JyQ
109,また逢う日まで,HIRAIDAI,214738,https://open.spotify.com/track/3awymLmIrvn9lkJeFpmRSf
110,僕が君に出来ること,HIRAIDAI,210540,https://open.spotify.com/track/4zYWl3eovDB7WWtbqoZH22
111,ブルーベリー・ナイツ,"Macaroni Empitsu",210024,https://open.spotify.com/track/2UdvMWk0Z83lMJPbawy2Sm
112,打上花火,DAOKO,209290,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa
113,ピースサイン,"Kenshi Yonezu",208618,https://open.spotify.com/track/5aHfGUxRec6c41luxkDqhX
114,小さな恋のうた,MONGOL800,208466,https://open.spotify.com/track/23atyJacJVHvB9RHBNhr35
115,今夜このまま,Aimyon,208011,https://open.spotify.com/track/6kKvmT4i0Dercz6f3kftg3
116,"Shape of You","Ed Sheeran",205387,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
117,Flamingo,"Kenshi Yonezu",204302,https://open.spotify.com/track/3DsNdDIj0sJHBuXIlcPPyz
118,奏(かなで),"Sukima Switch",203427,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG
119,ANIMA,ReoNa,201698,https://open.spotify.com/track/2j1r3ubqqxuoTFaPVnTV1j
120,東京フラッシュ,Vaundy,200099,https://open.spotify.com/track/6etVkKF8FAy4jXcSl8jlEO
121,トリコ,Nissy,198874,https://open.spotify.com/track/7H5uStZMOGpcVw7eW0eyTi
122,silent,"SEKAI NO OWARI",198385,https://open.spotify.com/track/6c5k0VC9TBzlcKwtjpzFW2
123,MAGIC,"SEKAI NO OWARI",198300,https://open.spotify.com/track/4qyGU4DyGaRobLMhpZxEMX
124,WANNABE,ITZY,197444,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
125,春愁,"Mrs. GREEN APPLE",197201,https://open.spotify.com/track/5SHguvOUbyPTINNjCvRo8K
126,FANCY,TWICE,196185,https://open.spotify.com/track/0W5hTAWn8Tq0Qfhg1XP3YW
127,"HAPPY BIRTHDAY","back number",191639,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3
128,かつて天才だった俺たちへ,"Creepy Nuts",191083,https://open.spotify.com/track/4qjpey2aljl28C40NmTcgQ
129,アイノカタチ,MISIA,191028,https://open.spotify.com/track/76flsS3UnNr7UQIz6JmVT3
130,PLACEBO,"Kenshi Yonezu",190132,https://open.spotify.com/track/6MCqARqpbUAGUIvWh8bxaw
131,"turn over?",Mr.Children,187171,https://open.spotify.com/track/4iLUPXEEu3NfwZLmqmDqwF
132,"Turning Up",ARASHI,186993,https://open.spotify.com/track/4zdQmfTLWgGd5mAX4MUIaX
133,空の青さを知る人よ,Aimyon,186278,https://open.spotify.com/track/6pHcxtpwNOIATrwHCL5WNw
134,"Bet You Wanna (feat. Cardi B)",BLACKPINK,185149,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe
135,Prince,SANARI,184663,https://open.spotify.com/track/1lZgpaHTGgMh6Nr0ABNyh0
136,"Stand By You","Official HIGE DANdism",184491,https://open.spotify.com/track/7Ca8EuTCyU3pjJR4TNOXqs
137,欲望に満ちた青年団,"ONE OK ROCK",184309,https://open.spotify.com/track/6D6Pybzey0shI8U9ttRAPx
138,"Baby I'm a star",NiziU,184089,https://open.spotify.com/track/0MP1URfhXWBOtEmeV32SxU
139,愛をこめて花束を,Superfly,182605,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ
140,願い,sumika,182025,https://open.spotify.com/track/0ophTl8mevsVgtH7V0XV0g
141,"Way Back Home",SHAUN,181186,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL
142,Wonder,"Shawn Mendes",181044,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
143,ヒロイン,"back number",180306,https://open.spotify.com/track/3hBAYbAECEix9raaTq8S3H
144,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",178423,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
145,みかんハート,C&K,178260,https://open.spotify.com/track/1H9jJvALjdKH3C3Ol0w765
146,全力少年,"Sukima Switch",177984,https://open.spotify.com/track/3Ztjw8utVpcrzms1RrsJvR
147,"Kill This Love",BLACKPINK,177697,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
148,Kabutomushi,aiko,176610,https://open.spotify.com/track/4kRbmjHl6Ncxsmzl4cJdg4
149,どろん,"King Gnu",175414,https://open.spotify.com/track/2JY4tbfUERXveQxv6wTFFv
150,眠り姫,"SEKAI NO OWARI",175161,https://open.spotify.com/track/45K0qNLo4nltgbQ7c6bfqs
151,"Love so sweet",ARASHI,174573,https://open.spotify.com/track/5I6JLJqnZICLvPebTj2YCm
152,コイワズライ,Aimer,173475,https://open.spotify.com/track/5v2xgL8y4XI0hi50cU574j
153,"bad guy","Billie Eilish",173069,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
154,優しさ,"Fujii Kaze",172566,https://open.spotify.com/track/0f3Ce9xjHymExIpEyHUC8D
155,ICY,ITZY,172533,https://open.spotify.com/track/7zFBtYAVURF3bUVqEQ6UUu
156,会いたいわ,iri,171157,https://open.spotify.com/track/5g1SvaEtzlKEqre9FbPQEc
157,"Pretty Savage",BLACKPINK,170207,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
158,"My Boo","Shota Shimizu",169915,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03
159,まちがいさがし,"Kenshi Yonezu",169420,https://open.spotify.com/track/4FidnSkTNEEQLmPpueLPd7
160,Dingga,MAMAMOO,169417,https://open.spotify.com/track/0bDYceyQd1jnJO4sK47YxU
161,愛唄,GReeeeN,168299,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq
162,君がくれた夏,"Leo Ieiri",167100,https://open.spotify.com/track/6woHdm2NKm0RHbuO7qt4ww
163,ハニーメモリー,aiko,166628,https://open.spotify.com/track/1uve0KeJv73N3TEj5qaDht
164,"Watermelon Sugar","Harry Styles",166621,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
165,パプリカ,"Kenshi Yonezu",165856,https://open.spotify.com/track/5gZkspRLEDGfqKKKlW0zcv
166,"FAKE LOVE",BTS,165568,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
167,真っ白,yama,164973,https://open.spotify.com/track/1m0RfmsLgUUf0AB1zyObXc
168,Euphoria,BTS,164550,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0
169,Dolphin,"OH MY GIRL",164355,https://open.spotify.com/track/3NfgdU9mbIVhcJF3XvC0c9
170,"WAP (feat. Megan Thee Stallion)","Cardi B",164281,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
171,可愛い君が愛おしい!,Sui,164073,https://open.spotify.com/track/6JmTrd6VvMOWZFBk439e28
172,天体観測,"BUMP OF CHICKEN",162273,https://open.spotify.com/track/3hRRYgBeunE3PTmnzATTS0
173,オールドファッション,"back number",162060,https://open.spotify.com/track/0Xn30nT5EKFPsWvpiJ2Iav
174,ひまわりの約束,"Motohiro Hata",161519,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d
175,"Head & Heart (feat. MNEK)","Joel Corry",161500,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
176,Vintage,"Official HIGE DANdism",161453,https://open.spotify.com/track/0VJjfALZ6SuIQumrTgF3tJ
177,夏夜のマジック,"Indigo la End",161433,https://open.spotify.com/track/144pIQC3mpmUkZXMt8fIwb
178,"Levitating (feat. DaBaby)","Dua Lipa",160108,https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr
179,チェリー,SPITZ,159485,https://open.spotify.com/track/1ihCiJaXRl4f6Sy4LJov5z
180,傘,"King Gnu",157976,https://open.spotify.com/track/3JdeDiWCJW7KFLr58GHrSQ
181,スマイル,森七菜,157314,https://open.spotify.com/track/4G6idg28jmuxwqLyASbhRf
182,シュガーソングとビターステップ,"UNISON SQUARE GARDEN",157303,https://open.spotify.com/track/6bfjEGSR7DyC8MK8cp3ZCp
183,キセキ,GReeeeN,157221,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts
184,"Stand Out Fit In","ONE OK ROCK",156983,https://open.spotify.com/track/4zXRMjTaeflesB3Ih4eHnJ
185,"Route 246",Nogizaka46,156849,https://open.spotify.com/track/7zC66d7FERcogZkgW7lgnq
186,花束のかわりにメロディーを,"Shota Shimizu",156502,https://open.spotify.com/track/4jaaMznp3KPllxbmRdiIbx
187,新宝島,Sakanaction,155863,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1
188,2002,Anne-Marie,155556,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
189,"Savage Love (Laxed - Siren Beat)","Jawsh 685",155539,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
190,"달라달라 (DALLA DALLA)",ITZY,155330,https://open.spotify.com/track/0GU5GuJQQEnnREO2FxnVPT
191,"GOOD VIBES ONLY feat. JP THE WAVY, EXILE SHOKICHI",SALU,154753,https://open.spotify.com/track/02qDk0sngobDvg3LUdt9Y0
192,"Blinding Lights","The Weeknd",154447,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
193,名前の無い歌,Yamazaru,153580,https://open.spotify.com/track/43fEF597yI17Hh9ikhqED2
194,灯火,Vaundy,153129,https://open.spotify.com/track/0YdCBegk4nNMCOeuiY5L0k
195,アイネクライネ,"Kenshi Yonezu",153044,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB
196,YOKAZE,"HENTAI SHINSHI CLUB",153036,https://open.spotify.com/track/5q6xFDptliUEAtuvH3BnIV
197,"Take You Dancing","Jason Derulo",152893,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
198,糸,"Masaki Suda",152324,https://open.spotify.com/track/6PIvQFdqqyWkEZ1ZEFTuzk
199,"Mad at Disney","salem ilese",151972,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
200,"WanteD! WanteD!","Mrs. GREEN APPLE",151571,https://open.spotify.com/track/7M3TZDUNvaNBo0qtWVaZif
