,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,HANABI,Mr.Children,192040,https://open.spotify.com/track/77lmDcPPyY6kK907gdgC6i
2,U.S.A.,"DA PUMP",170792,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR
3,打上花火,DAOKO,164356,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa
4,"Shape of You","Ed Sheeran",157377,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
5,君はロックを聴かない,Aimyon,140092,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM
6,マリーゴールド,Aimyon,138266,https://open.spotify.com/track/0jWVUKsIoyo3zw64RaEWYg
7,Happier,Marshmello,135483,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,獣ゆく細道,"Sheena Ringo",133869,https://open.spotify.com/track/3UJIq4L2TI6vdKyW0ed0e4
9,2002,Anne-Marie,132455,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",131854,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
11,小さな恋のうた,MONGOL800,130719,https://open.spotify.com/track/7swIKcU4tFRk4iFJpi12Fg
12,"Tomorrow never knows",Mr.Children,125341,https://open.spotify.com/track/42JrgapwGBuPHG9YKjR6dj
13,愛をこめて花束を,Superfly,125155,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ
14,Rise,"Jonas Blue",124606,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
15,恋音と雨空,AAA,123117,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N
16,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",119948,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
17,ワタリドリ,[Alexandros],112621,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o
18,アイノカタチ,MISIA,112246,https://open.spotify.com/track/3YO08EfyAkr3WEba4xmWkS
19,"Wherever you are","ONE OK ROCK",110115,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ
20,Change,"ONE OK ROCK",109978,https://open.spotify.com/track/6KBj27Bko8gh71gpx0PzIG
21,"no tears left to cry","Ariana Grande",109648,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
22,Stay,Zedd,109173,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
23,"Symphony (feat. Zara Larsson)","Clean Bandit",108804,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
24,"My Boo","Shota Shimizu",107591,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03
25,愛を伝えたいだとか,Aimyon,106481,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO
26,BDZ,TWICE,105718,https://open.spotify.com/track/6ceKChoZYLdw24Ph1CDFUJ
27,Story,AI,104326,https://open.spotify.com/track/0V2axJ946WH1vt9t5SGMLV
28,"innocent world",Mr.Children,101569,https://open.spotify.com/track/70xcWRujaf34LOu0Vdubtp
29,"Girls Like You (feat. Cardi B)","Maroon 5",97996,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
30,青と夏,"Mrs. GREEN APPLE",97341,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq
31,"What is Love?",TWICE,96918,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
32,Illumination,"SEKAI NO OWARI",95621,https://open.spotify.com/track/3e9PBNxsJtjf7U2S2YEux5
33,どんなときも。,"Noriyuki Makihara",95382,https://open.spotify.com/track/4feDzcxtXRU8clyOluco5Y
34,愛唄,GReeeeN,94924,https://open.spotify.com/track/6ANQEKJui81dRMb6xD3XrO
35,鱗(うろこ),"Motohiro Hata",94402,https://open.spotify.com/track/4IubwxgmXeZtDtYjTaT9gN
36,Closer,"The Chainsmokers",94232,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
37,トリコ,Nissy,94191,https://open.spotify.com/track/04vWAqnvToa2v4D4A2yhzH
38,"Let You Love Me","Rita Ora",93974,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
39,"No Brainer","DJ Khaled",93002,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
40,終わりなき旅,Mr.Children,92997,https://open.spotify.com/track/1MO9nfvsVcW3Hgh0FqYfXq
41,キセキ,GReeeeN,91186,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts
42,新宝島,Sakanaction,90727,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1
43,"Electricity (with Dua Lipa)","Silk City",90349,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
44,花束を君に,"Hikaru Utada",90234,https://open.spotify.com/track/31yv1hR9gw1WSEmtqsaZbD
45,366日,HY,87374,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc
46,"Dance The Night Away",TWICE,87244,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
47,ハナミズキ,"Yo Hitoto",86667,https://open.spotify.com/track/4PqDkR6YM80Sy590Qsy6mm
48,さよならエレジー,"Masaki Suda",86342,https://open.spotify.com/track/0QKmcZNAST4GytJYmkN05D
